@relation result_new_train4_win

@attribute AVRAGE numeric
@attribute Dealer1 numeric
@attribute PlayerSum numeric
@attribute HITorSTAND {S,H}

@data
6.4,2,10,H
7.14,5,12,S
7.14,5,13,H
6.65,8,11,H
7,11,14,S
7,11,7,H
6.83,6,18,S
6.65,7,16,S
7.97,3,16,S
7.63,4,12,S
7.63,4,12,H
7.22,4,15,S
7.22,4,9,H
7.31,10,16,S
7.96,5,12,H
7.02,4,13,S
7.08,6,11,S
7.48,7,18,H
6.59,10,10,S
6.8,10,20,S
6.8,10,12,H
7.61,6,13,S
7.91,7,20,S
7.51,10,20,S
6.63,10,20,S
6.14,2,17,H
7.47,8,14,S
7.47,8,9,H
7.18,6,12,H
6.93,7,12,S
6.27,5,17,S
6.27,5,15,H
7.26,11,14,H
8,6,16,S
8,6,18,H
7.15,9,15,S
8.49,5,15,S
6.22,10,13,H
7.73,3,11,S
7.73,3,7,H
7.45,10,16,S
7.45,10,13,H
7.56,5,15,S
7.22,8,20,S
6.77,8,14,S
6.77,8,16,H
7.58,3,8,S
8,10,18,S
8.41,8,20,S
8.41,8,14,H
7.67,10,19,S
7.26,5,8,S
7.26,5,8,H
7.14,8,17,S
7.14,8,9,H
7.29,4,17,S
7.68,2,13,S
7.68,2,12,H
7.08,5,17,S
7.58,7,13,S
7.29,2,16,S
8.9,10,20,S
7.52,6,16,S
7.52,6,13,H
6.84,7,15,H
7.02,10,13,S
7.49,8,20,S
7.49,8,17,H
7.12,10,17,S
7.3,2,18,S
7.59,10,12,S
7.59,10,15,H
7.08,11,19,S
7.08,11,13,H
6.98,3,7,S
7.83,10,9,S
7.09,5,10,S
7.26,10,15,S
7.26,10,12,H
7.29,3,20,S
8.16,6,15,S
8.16,6,13,H
7.62,4,12,S
7.62,4,16,H
7.94,5,16,S
6.23,7,8,H
7.37,2,4,S
8.02,10,14,S
7.29,11,12,S
7.29,11,7,H
6.6,5,13,S
7.02,4,14,H
7.56,6,12,S
7.47,3,17,S
7.47,3,8,H
7.35,6,15,S
7.35,6,12,H
7.9,3,20,S
7.12,11,9,S
7.51,10,16,S
7.51,10,17,H
8.04,4,13,S
8.04,4,14,H
6.19,10,15,S
6.19,10,12,H
7,9,20,S
8.25,8,12,H
7.25,7,20,S
7.25,7,11,H
7.32,2,11,S
7.36,7,15,H
7.43,7,19,S
8.4,3,13,S
6.92,10,11,H
6.93,7,20,S
7.35,5,19,S
7.35,5,15,H
7.38,6,17,S
7.25,11,19,S
7.96,6,20,S
6.19,3,20,S
8.12,5,15,S
8.33,11,12,S
8.04,4,18,S
8.04,4,17,H
7.41,8,20,S
7.41,8,17,H
7.81,10,16,S
7.53,11,4,S
7.34,2,20,S
7.75,3,12,H
7.91,5,18,S
7.07,10,13,S
7.07,10,13,H
7.11,10,13,H
6.69,9,8,S
6.69,9,18,H
7.31,5,11,S
7.08,11,20,S
7.6,8,18,S
6.73,2,18,S
6.73,2,9,H
8.13,11,11,S
8.13,11,12,H
7.09,4,15,H
7.57,10,14,S
6.79,11,20,S
6.97,2,17,S
6.97,2,15,H
7.75,4,17,S
7.46,7,18,S
6.33,4,8,S
6.33,4,16,H
7.77,8,20,S
7.2,6,17,S
7.74,8,13,S
7.41,5,11,S
7.41,5,16,H
7.87,6,19,S
7.41,11,9,S
6.47,2,16,S
6.64,8,16,S
7.07,10,19,S
6.4,2,18,H
7.3,11,11,H
7.25,8,18,S
6.54,9,16,S
6.54,9,6,H
8.14,10,15,S
6.51,8,13,S
7.05,5,19,S
7.05,5,12,H
7.59,9,20,S
7.59,9,11,H
6.81,10,10,S
7.67,2,15,S
7.48,9,13,S
7.42,3,12,S
7.42,3,13,H
7.61,4,11,H
7.61,11,8,S
7.8,11,14,S
7.54,4,14,S
7.53,2,16,S
7.5,9,13,S
6.8,6,20,S
6.8,6,8,H
7.95,10,11,H
6.5,10,12,S
7.66,10,18,S
6.52,8,10,H
6.64,11,18,S
6.64,11,5,H
7,10,12,S
7.54,10,20,S
7.54,10,13,H
7.08,10,11,H
7.67,3,16,S
7.67,3,13,H
7.43,2,13,S
7.43,2,10,H
7.77,10,15,S
7.83,10,13,S
7.69,10,10,S
7.69,10,10,H
7.51,10,13,S
6.92,11,15,H
7.31,10,19,S
7.74,8,12,S
6.86,4,6,S
6.86,4,10,H
8.13,5,9,S
8.13,5,14,H
7.27,5,17,S
7.27,5,9,H
8.57,7,20,S
7.77,8,14,S
7.77,8,10,H
7.25,4,18,S
7.21,3,20,S
7.21,3,10,H
7.26,5,17,S
7.26,5,18,H
6.42,4,18,H
7.38,10,16,S
7.38,10,12,H
7.37,11,20,S
7.37,11,17,H
8.02,6,13,S
7.18,7,17,S
7.51,8,19,S
7.51,8,11,H
7.17,5,9,S
7.17,5,10,H
6.6,6,14,H
7.76,10,18,S
7.22,4,14,H
6.61,5,13,S
7.42,9,20,S
6.52,9,9,S
6.52,9,9,H
7.56,8,15,S
7.56,8,5,H
6.96,2,14,H
6.31,6,19,S
6.31,6,14,H
7.4,10,10,S
7.89,2,15,S
8.03,10,6,S
6.71,6,18,S
7.6,4,12,H
7.18,6,14,S
6.86,9,16,S
6.86,9,19,H
6.25,7,13,H
7.35,11,14,S
7.98,9,18,S
7.48,5,19,S
7.48,5,18,H
6.53,11,20,S
6.53,11,10,H
6.9,7,14,S
6.9,7,9,H
7.62,2,14,S
7.45,9,14,H
8,4,12,S
8,4,9,H
6.8,10,7,H
7.71,8,20,S
6.91,6,18,S
6.91,6,16,H
7.53,7,12,S
7.03,6,7,S
8.13,10,16,S
7.43,9,8,H
7.08,10,20,S
7.08,10,12,H
8,3,15,S
8,3,12,H
7.08,10,13,S
7.08,10,14,H
7.31,9,17,H
7.02,7,20,S
7.02,7,14,H
6.43,4,16,S
7.33,6,20,S
7.94,10,19,S
7.94,10,9,H
7.61,4,18,S
7.6,7,13,S
7.93,10,12,S
7.42,9,20,S
7.42,9,15,H
6.93,3,7,S
7.08,2,12,S
7.08,2,12,H
6.78,10,13,S
6.78,10,13,H
7.31,10,14,S
7.31,10,13,H
6.72,7,16,H
7.61,6,14,S
6.83,5,14,S
6.83,5,14,H
7.91,3,20,S
7.38,3,20,S
6.68,4,17,S
6.08,4,7,S
6.08,4,17,H
6.91,10,16,S
6.91,10,9,H
7.32,5,6,S
7.32,5,16,H
7.16,3,20,S
7.21,11,9,S
7.21,11,6,H
7.55,10,19,S
7.55,10,10,H
7.49,5,10,S
7.49,5,12,H
6.65,7,15,H
6.58,10,11,H
7.34,10,17,H
7.21,9,17,S
7.21,9,11,H
7.92,2,8,S
7.92,2,9,H
6.84,10,16,S
6.97,8,19,S
7.8,3,20,S
7.8,3,12,H
7.78,5,19,S
7.78,5,18,H
7.14,4,11,H
7.3,5,20,S
7.3,5,13,H
6.95,8,12,S
6.95,8,6,H
6.29,6,16,S
6.29,6,13,H
8.07,6,20,S
8.07,6,11,H
8.09,10,11,S
7.49,11,15,S
7.49,11,11,H
7.31,8,15,S
7.81,6,10,H
6.99,10,16,S
6.99,10,13,H
7.69,10,10,S
7.69,10,10,H
7.82,11,13,S
7.82,11,12,H
7.66,10,12,H
7.16,10,12,H
7.01,8,13,S
7.64,10,17,S
7.64,10,10,H
6.78,6,13,S
6.78,6,6,H
7.33,9,6,S
7.03,5,10,S
7.77,10,18,S
7.92,10,18,S
7.56,11,15,S
8.21,8,11,S
8.21,8,13,H
7.03,8,20,S
7.73,8,9,H
7.04,10,20,S
7.04,10,14,H
8.73,6,19,S
6.21,7,15,S
7.73,2,12,S
7.43,10,15,S
7.43,10,12,H
7.49,11,11,H
7.13,7,7,H
7.1,8,14,S
7.34,2,15,S
7.27,5,15,S
6.87,6,16,S
6.67,10,15,H
7.03,2,18,S
7.03,2,5,H
6.98,5,20,S
6.98,5,16,H
7.28,7,12,S
7.48,7,15,S
7.62,11,12,S
6.73,2,17,S
6.86,10,20,S
8.36,2,20,S
7.23,10,11,H
7.13,6,17,S
7.52,8,7,S
7.66,10,14,H
7.53,10,16,S
7.09,10,10,S
7.64,11,12,H
7.97,2,20,S
6.65,6,15,S
8.02,10,14,S
7.45,9,11,H
7.89,10,13,S
7.61,9,20,S
8.09,6,12,S
7.86,10,14,S
6.86,10,19,S
7.68,11,10,H
6.81,10,16,S
6.97,11,19,S
7.43,10,16,S
6.06,5,11,H
6.37,3,14,H
6.7,2,14,S
6.7,2,13,H
7.07,11,18,S
7.35,10,15,H
7.1,10,15,S
7.1,10,15,H
6.5,10,10,H
8.2,9,19,S
8.2,9,10,H
7.99,10,5,S
6.91,10,13,H
7.13,4,18,H
8.11,7,17,S
8.07,3,20,S
7.15,5,15,S
7.85,2,14,S
7.63,10,11,H
7.23,6,17,S
7.25,10,16,S
7.4,8,19,S
6.76,4,20,S
7.29,2,20,S
7.29,2,7,H
6.72,9,20,S
6.72,9,9,H
8,10,20,S
7.25,5,13,S
8.07,7,20,S
7.72,6,18,S
7.39,8,17,S
8.11,11,17,S
8.11,11,13,H
7.39,6,19,S
7.24,11,16,S
7.24,11,9,H
6.25,6,18,S
6.25,6,16,H
7.12,8,6,S
7.32,3,12,S
7.32,3,10,H
7.21,4,18,S
8.65,5,18,S
7.13,10,20,S
7.83,9,14,S
7.83,9,9,H
7.17,4,15,H
7.51,9,10,S
7.51,9,12,H
6.17,9,15,S
6.17,9,17,H
6.39,2,10,S
6.39,2,7,H
6.04,10,13,S
6.04,10,12,H
7.3,3,20,S
7.3,3,10,H
7.19,4,15,S
6.93,4,9,S
6.83,8,20,S
6.92,4,15,H
7.81,10,20,S
7.76,10,12,S
7.76,10,16,H
6.29,9,14,S
7.33,4,20,S
7.33,4,13,H
7.18,10,17,S
7.78,10,18,S
7.78,10,13,H
6.95,5,13,S
6.9,7,13,S
6.63,6,20,S
7.32,10,20,S
7.32,10,16,H
8.13,2,20,S
7.46,5,8,S
7.44,3,20,S
8.04,11,14,S
7.11,6,18,S
7.11,6,18,H
7.96,4,11,H
7.72,4,20,S
7.72,4,12,H
6.42,9,20,S
6.42,9,11,H
7.75,5,20,S
6.89,9,14,S
6.89,9,13,H
7.42,8,15,S
7.42,8,5,H
7.33,3,15,S
7.1,2,11,S
7.1,2,9,H
8.48,10,20,S
7.02,11,17,H
6.93,3,17,S
7.14,10,15,S
7.14,10,16,H
7.36,2,13,S
7.66,11,18,S
7.39,11,15,S
7.39,11,14,H
7.16,10,11,H
7.33,6,9,S
6.41,8,19,S
8.19,2,20,S
6.75,7,18,H
6.45,5,12,H
7.45,10,20,S
6.8,7,13,S
7.48,4,20,S
6.8,5,20,S
7.95,3,12,S
6.78,4,19,S
7.52,7,14,S
7.52,7,8,H
6.84,9,20,S
7.61,2,15,H
7.89,3,14,H
7.64,10,9,S
7.64,10,14,H
8.07,10,13,H
7.41,2,11,H
7.63,4,19,S
7.63,4,17,H
8.04,2,5,S
8.04,2,12,H
7.53,7,14,S
7.53,7,13,H
7.67,10,20,S
7.54,2,13,S
8.48,3,6,S
7.68,7,20,S
7.68,6,15,S
7.98,2,11,S
6.67,10,10,H
7.33,6,7,S
7.16,8,13,S
7.16,8,16,H
6.67,4,19,S
6.67,4,13,H
7.1,7,9,H
7.42,3,16,S
8.13,10,14,S
7.65,2,16,S
7.65,2,12,H
7.18,10,15,H
8.02,2,19,S
7.77,5,20,S
7.77,5,10,H
6.99,4,9,S
6.91,5,12,S
7.18,7,20,S
7.26,10,15,S
7.26,10,7,H
7.34,4,14,S
7.11,10,18,S
8,3,14,S
7.82,7,16,S
6.98,7,13,S
6.98,7,11,H
7.11,10,15,H
8.2,10,17,S
6.66,7,20,S
7.5,2,11,S
8,3,20,S
7.03,3,18,S
7.03,3,11,H
7.27,10,15,S
7.27,10,13,H
6.88,2,20,S
6.67,8,19,S
7.06,6,20,S
7.06,6,12,H
7.6,10,18,S
7.31,4,8,S
7.77,8,20,S
6.68,5,12,S
7.09,5,19,S
6.69,8,20,S
6.69,8,9,H
8.21,11,13,H
7.25,4,20,S
7.15,8,14,H
6.89,6,17,S
7.33,6,8,S
7.21,6,12,S
7.21,6,5,H
7.21,10,19,S
7.21,10,7,H
7.19,10,20,S
7.19,10,16,H
7.79,9,14,S
7.48,5,15,S
7.41,9,12,S
7.22,6,7,S
7.22,6,11,H
6.85,8,16,S
6.85,8,14,H
7.64,8,19,H
8,5,16,S
7.08,3,20,S
6.98,6,18,S
6.98,6,10,H
7.38,11,9,S
7.95,6,20,S
7.95,6,8,H
7.06,9,20,S
7.06,9,11,H
7.09,8,10,S
6.82,4,20,S
7.61,10,16,S
7.61,10,9,H
7.4,8,13,S
7.94,9,18,S
7.13,10,19,S
7.13,10,12,H
6.63,2,9,S
7.59,2,15,S
7.65,2,8,S
7.65,2,4,H
6.63,9,15,H
6.23,7,13,S
6.23,7,12,H
7.55,4,20,S
7.55,4,16,H
6.96,9,13,S
6.73,10,13,S
6.73,10,9,H
6.94,4,14,S
8.25,3,20,S
8.25,3,19,H
8,2,7,S
7.38,9,13,S
6.45,10,18,S
8.02,10,17,S
8.02,10,14,H
6.97,10,15,S
6.97,10,16,H
7.09,4,18,S
7.09,4,12,H
6.63,7,8,H
6.66,2,18,S
7.4,5,20,S
7.4,5,5,H
6.72,5,11,S
6.72,5,13,H
6.73,6,18,S
6.71,10,20,S
6.57,10,18,S
6.57,10,12,H
6.6,11,20,S
6.65,2,20,S
6.98,8,16,S
6.98,8,13,H
8.02,4,18,S
6.9,10,17,H
7.76,7,19,S
6.16,7,14,S
6.16,7,12,H
6.29,7,20,S
6.29,7,12,H
6.59,2,19,S
6.59,2,14,H
7.88,4,19,S
7.88,4,8,H
7.31,4,18,S
7.31,4,9,H
7.79,8,7,S
7.79,8,18,H
7.57,2,8,S
7.57,2,10,H
8.06,4,20,S
6.93,10,18,S
6.93,10,7,H
7.68,9,20,S
7.32,7,9,H
7.9,7,14,H
7.15,9,18,S
6.29,9,9,H
7.3,5,14,S
7.3,5,7,H
6.93,10,10,S
7.91,7,17,S
7.85,5,20,S
7.85,5,11,H
8.2,10,13,H
6.87,4,20,S
6.87,4,15,H
7.09,10,7,S
7.46,8,20,S
7.46,8,13,H
7.9,10,20,S
8.63,2,13,S
7.08,10,20,S
7.66,8,18,S
7.7,8,19,S
6.96,8,13,S
6.4,2,18,S
7.18,10,9,S
6.78,10,13,S
6.78,10,12,H
7.71,6,11,H
6.06,6,12,S
6.06,6,13,H
7.02,9,15,S
7.02,9,18,H
6.95,7,18,S
6.8,10,13,S
6.8,10,11,H
7.17,11,14,H
7.37,6,19,S
7.27,10,12,S
7.44,5,18,S
7.44,5,16,H
6.91,11,18,S
6.91,11,12,H
7.01,11,17,S
7.01,11,12,H
7.34,10,8,S
7.34,10,5,H
7.21,5,8,S
8.29,10,14,S
8.29,10,13,H
6.97,8,8,S
6.97,8,15,H
7.07,10,20,S
7.07,10,10,H
7.27,10,10,S
7.27,10,16,H
7.04,10,19,S
7.04,10,10,H
7.23,10,10,H
7.43,5,10,H
6.47,7,18,H
7.27,9,18,S
7.27,9,5,H
7.66,11,16,S
7.83,10,18,H
7.26,9,5,S
7.32,11,12,H
7.62,3,11,S
6.67,5,13,S
6.96,8,6,S
6.96,8,14,H
7.34,10,18,S
7.76,10,20,S
7.02,6,10,S
7.02,6,14,H
8.15,3,15,S
7.23,7,14,S
7.23,7,12,H
7.68,6,13,S
7.68,6,17,H
7.41,10,19,S
8.02,9,13,S
8.02,9,11,H
7.75,8,19,H
6.75,4,14,S
6.75,4,6,H
7.02,10,11,H
7.72,5,11,S
6.39,7,6,S
7.13,6,15,S
6.64,9,14,S
7.2,5,13,S
7.2,5,14,H
6.93,9,20,S
6.93,9,10,H
7,3,16,S
7,3,16,H
6.74,10,20,S
6.74,10,14,H
6.65,10,14,H
7.63,2,18,S
7.06,3,13,S
7.39,9,16,H
7.09,2,14,H
7.43,10,9,H
6.96,7,20,S
6.96,7,10,H
7.6,2,16,S
7.6,2,13,H
6.57,11,18,S
7.36,8,15,S
7.36,8,8,H
7.84,6,15,H
7.81,10,14,S
7.72,2,7,S
7.72,2,6,H
6.82,6,11,H
6.55,3,18,S
7.07,10,13,S
7.07,10,18,H
7.36,10,15,S
7.36,10,6,H
7.01,9,10,H
7.48,9,12,H
6.82,10,12,H
7.3,2,19,S
6.72,6,18,S
6.72,6,7,H
6.98,4,11,S
8.38,11,17,S
7.42,8,17,S
7.42,8,15,H
7.59,4,20,S
7.33,6,12,S
7.74,5,20,S
8.55,8,20,S
7.66,9,13,H
6,5,14,H
6.75,3,20,S
7.47,3,11,S
7.18,3,15,S
6.93,2,18,S
7.56,7,13,S
6.94,9,10,S
6.94,9,17,H
7.21,7,20,S
7.04,6,13,S
7.04,6,9,H
7.37,5,13,S
7.77,5,14,S
7.77,5,7,H
7.04,4,13,S
7.04,4,8,H
7.11,10,17,S
7.11,10,10,H
8.27,3,8,S
8.27,3,6,H
8.66,10,16,S
7.71,7,15,S
7.16,6,13,S
6.59,9,13,S
6.02,8,16,S
6.02,8,8,H
6.92,6,8,S
6.92,6,11,H
8.04,7,20,S
7.44,4,12,S
7.17,2,10,H
8.01,2,14,S
6.5,8,16,S
6.5,8,7,H
8.63,9,16,S
7.98,10,7,S
7.7,5,12,S
7.75,8,9,H
6.92,2,14,S
6.92,2,9,H
7.36,10,13,S
6.26,6,20,S
6.26,6,6,H
7.57,10,10,S
7.36,8,14,H
7.74,6,11,S
7.74,6,7,H
7.41,10,15,H
7.4,3,20,S
6.22,10,8,S
6.22,10,12,H
7.96,8,14,S
7.22,5,10,S
8,2,7,H
7.33,11,10,H
7.63,6,16,S
6.83,11,16,S
6.83,11,11,H
7.31,4,20,S
7.65,4,20,S
7.83,8,19,S
7.58,10,20,S
7.71,6,12,S
7.85,10,15,S
7.85,10,14,H
8.08,9,14,S
8.08,9,8,H
7.16,6,19,S
7.27,4,12,S
7.27,4,13,H
7.15,2,15,S
6.69,7,17,H
7.19,5,18,S
5.93,2,20,S
5.93,2,16,H
6.8,6,12,S
6.8,6,14,H
6.32,2,13,S
6.32,2,14,H
7.32,3,20,S
7.67,3,12,S
7.67,3,14,H
7.94,11,13,H
6.02,10,15,S
6.02,10,13,H
7.28,4,16,S
7.31,10,11,H
7.69,7,12,S
7.69,7,15,H
7.41,4,20,S
8.07,3,17,S
7.06,8,11,H
7.17,6,20,S
6.75,4,16,H
6.97,7,16,S
5.97,5,18,H
8.03,6,20,S
6.73,8,19,H
6.09,8,17,S
6.09,8,14,H
6.43,2,14,S
6.43,2,13,H
6.74,10,11,H
7.04,7,20,S
7.04,7,12,H
6.91,8,13,S
8.12,10,6,S
7.4,9,20,S
7.71,7,13,S
6.86,4,20,S
7.38,10,12,H
7.95,7,18,S
7.95,7,11,H
7.46,5,10,S
7.28,5,17,S
7.41,4,14,S
7.19,9,15,S
7.15,7,11,H
7.3,10,15,S
7.3,10,13,H
7.45,10,19,H
7.66,7,20,S
7.39,3,15,S
7.39,3,15,H
7.86,7,17,H
7.35,8,13,S
7.35,8,10,H
7.71,10,12,S
7.23,6,18,S
7.23,6,14,H
7.29,6,13,S
8.28,7,17,S
6.98,5,18,S
6.98,5,9,H
7.83,10,19,S
7.05,10,15,S
7.05,10,11,H
6.86,6,18,S
6.88,6,13,S
6.88,6,14,H
7.36,8,20,S
7.67,4,11,S
7.67,4,11,H
7.29,5,17,S
7.29,5,10,H
6.68,10,10,H
8.73,10,15,S
8.73,10,17,H
6.74,6,12,S
6.74,6,5,H
7.15,3,20,S
6.49,4,20,S
6.49,4,13,H
7.08,3,17,S
7.08,3,14,H
6.95,9,18,S
7.44,6,6,S
7.44,6,14,H
7.08,11,10,H
7.41,2,4,S
7.41,2,17,H
6.41,4,8,S
6.41,4,14,H
7.02,2,20,S
7.18,6,18,S
8.08,10,18,S
6.4,10,16,S
7.66,4,15,S
7.3,5,15,S
7.3,5,13,H
7.61,2,5,S
7.61,2,9,H
7.74,7,11,S
7.43,2,16,S
7.43,2,16,H
7.53,10,12,H
7.07,5,6,S
6.95,6,13,S
6.67,2,12,S
6.67,2,10,H
6.37,10,15,S
6.37,10,17,H
7.5,7,14,S
7.5,7,11,H
7.71,10,10,S
7.75,3,8,S
6.61,2,8,H
7.35,10,15,S
7.35,10,14,H
7.38,6,9,S
7.38,6,12,H
6.38,10,12,S
6.38,10,14,H
7.37,4,10,S
6.95,2,12,S
6.86,10,12,S
6.86,10,11,H
7.78,6,14,S
7.78,6,12,H
7.93,5,20,S
8.81,6,13,S
7.97,10,13,H
7.29,5,15,S
7.29,5,8,H
7.04,3,20,S
6.92,4,20,S
7.68,6,20,S
7.68,6,18,H
8.15,10,12,S
6.98,4,19,S
6.98,4,12,H
7.66,4,10,S
7.65,5,12,S
7.65,5,9,H
6.32,5,7,S
6.32,5,5,H
6.77,4,12,S
7.92,10,20,S
8.19,11,20,S
8.19,11,16,H
7.91,9,18,S
7.91,9,9,H
6.87,10,11,H
7.32,9,18,S
7.32,9,14,H
7.3,9,19,S
6.6,7,18,S
6.84,4,19,S
6.84,4,15,H
6.36,3,14,H
6.95,6,17,S
7.31,10,11,H
6.35,10,9,S
6.5,6,12,S
6.5,6,11,H
7.5,4,20,S
7.15,10,17,H
8,4,12,S
8,4,14,H
7.21,10,17,S
6.95,10,20,S
8.2,9,20,S
7.38,11,14,S
7.38,11,6,H
7.7,6,13,H
6.58,10,13,S
6.58,10,14,H
7.67,3,19,S
7.67,3,4,H
7.86,4,20,S
8.49,5,18,S
8.49,5,9,H
7.62,4,13,S
7.62,4,14,H
7.41,4,14,S
6.92,10,11,H
7.22,10,10,S
7.42,8,18,S
7.66,2,15,S
7.66,2,12,H
7.86,10,14,S
8.16,8,7,S
7.19,10,16,S
7.19,10,5,H
6.33,3,15,S
6.33,3,13,H
7.57,3,19,S
7.41,4,15,S
7.32,5,14,S
7.32,5,13,H
7.26,8,19,S
7.7,10,14,S
7.34,4,20,S
6.64,9,20,S
8.02,7,17,S
8.02,7,14,H
6.86,7,9,H
6.98,7,20,S
6.98,7,9,H
6.58,11,16,S
7.84,9,4,S
7.84,9,6,H
7.9,8,20,S
7.9,8,10,H
8,6,18,S
8,6,12,H
7.23,10,8,S
7.23,10,8,H
7.42,10,17,H
7.66,10,19,H
6.45,4,14,H
7.14,8,9,S
7.14,8,5,H
7.4,6,11,H
7.51,8,14,H
7.49,9,17,H
7.25,5,19,S
7.09,4,20,S
7.25,6,14,S
7.25,6,14,H
7.4,6,10,H
6.91,10,19,H
7.41,5,11,H
7.86,7,18,S
8.05,2,15,H
7.25,9,12,H
8.05,6,18,S
8.05,6,5,H
8.16,10,20,S
8.16,10,11,H
7.29,10,14,S
7.41,3,16,S
7.04,6,13,S
7.04,6,5,H
6.98,7,16,S
6.98,7,17,H
7.22,5,12,S
7.22,5,16,H
6.9,3,11,H
7.53,10,11,H
7.14,6,10,H
8.7,5,14,S
7.6,10,19,S
7.6,10,9,H
8.02,10,8,S
6.93,9,17,H
7.65,2,12,S
6.74,2,6,S
7.27,6,20,S
7.82,10,12,S
7.82,10,8,H
6.73,9,9,S
6.73,9,12,H
7.45,9,20,S
8.06,5,10,S
8.06,5,11,H
8,7,20,S
8,7,16,H
6.66,9,20,S
7.72,5,16,S
7.72,5,7,H
7.25,8,20,S
7.36,10,16,H
7.46,10,20,S
7.59,3,12,S
7.02,5,15,S
7.07,5,15,S
7.07,5,9,H
7.89,4,16,S
7.11,11,13,S
7.7,3,20,S
7,8,13,H
7.36,10,12,S
7.36,10,11,H
6.98,11,13,S
6.98,11,9,H
7.16,4,20,S
6.78,10,18,H
6.8,8,16,H
6.62,9,20,S
6.62,9,10,H
7.63,11,20,S
6.53,7,16,H
7.49,2,10,H
6.65,10,20,S
7.98,4,13,S
6.97,6,10,S
7.48,7,15,S
7.61,2,15,S
7.23,10,19,S
6.91,6,20,S
8.31,10,17,H
7.44,8,18,S
6.91,11,13,S
6.91,11,9,H
7.2,2,13,S
7.2,2,9,H
7.36,4,20,S
7.7,10,20,S
7.7,10,13,H
6.78,3,20,S
7.17,4,18,S
7.09,7,17,H
6.83,6,9,S
6.83,6,9,H
7.56,4,12,S
7,5,19,S
7,5,9,H
6.92,10,20,S
7.37,6,17,S
7.76,9,12,S
7.68,3,20,S
7.68,3,12,H
6.35,6,14,S
6.35,6,10,H
7.46,5,18,S
7.96,4,11,S
7.13,3,6,S
7.37,10,19,S
7.37,10,14,H
6.3,5,8,H
7.86,5,17,S
7.73,10,11,S
6.78,10,14,S
7.51,2,20,S
7.07,5,12,S
7.5,10,13,H
6.79,10,18,S
7.77,7,18,S
7.77,7,14,H
7.15,3,12,S
7.63,8,13,S
7.63,8,17,H
7.06,10,14,S
6.88,10,14,S
6.88,10,12,H
7.92,3,15,S
6.39,7,16,H
8.27,10,12,S
8.42,9,11,H
7.11,4,15,H
7.81,5,17,S
7.56,10,14,S
7.56,10,13,H
7.16,6,11,H
7.54,10,12,S
7.54,10,13,H
6.85,9,20,S
7.28,11,12,S
7.11,10,13,S
7.11,10,7,H
8.28,4,11,H
6.87,3,13,S
7,6,15,S
7,6,18,H
6.87,3,16,S
6.87,3,11,H
8.36,6,18,S
6.62,2,7,S
6.62,2,12,H
8.2,2,18,S
7.17,2,14,S
7.17,2,8,H
7.44,11,9,H
7.98,10,14,H
7.77,7,20,S
8.04,6,17,S
8.04,6,11,H
6.97,2,9,H
8.1,10,17,H
6.96,3,10,H
7.77,6,8,S
7.14,6,18,S
7.14,6,9,H
7.37,2,19,S
7.37,2,9,H
7.51,7,17,S
6.82,5,8,S
6.82,5,13,H
8.1,3,14,H
6.98,8,13,S
7.47,10,15,S
7.47,10,10,H
7.42,4,10,H
7.6,8,18,S
7.03,2,9,S
7.45,2,10,S
7.35,10,15,S
7.35,10,13,H
7.38,3,18,S
6.46,3,13,H
7.47,10,12,S
7.47,10,11,H
6.8,2,17,S
6.8,2,9,H
7.18,9,7,S
7.18,9,9,H
7.49,10,13,S
7.25,10,15,S
7.25,10,16,H
7.2,5,13,S
7.58,8,19,S
7.4,6,15,S
7.42,3,13,H
7.42,2,11,S
7.42,2,11,H
7.86,7,9,S
6.86,5,17,H
6.18,7,9,H
7.62,9,20,S
8.21,11,19,S
8.36,10,13,S
6.97,11,20,S
6.97,11,16,H
7.61,4,20,S
8,10,12,H
7.22,10,14,S
8.04,10,20,S
8.59,9,11,H
6.62,2,20,S
6.62,2,10,H
7.44,2,20,S
6.78,11,20,S
7.87,6,14,H
7.47,7,14,S
8.08,10,18,H
8.05,10,18,S
7.11,3,13,S
7.11,3,6,H
7.77,5,18,S
7.56,8,20,S
7.56,8,10,H
8.06,4,13,S
7.7,8,11,H
6.79,10,14,S
6.56,8,20,S
7.53,6,6,S
8.34,7,14,S
7.48,6,13,S
7.48,6,15,H
7.36,2,12,S
7.07,10,14,S
7.07,10,11,H
7.79,3,16,S
7.17,6,20,S
5.88,8,20,S
5.88,8,10,H
6.84,10,6,S
7.73,8,9,S
7.73,8,12,H
7.38,2,14,S
7.98,2,17,S
7.98,2,7,H
7.96,5,14,H
7.44,9,20,S
7.41,8,12,H
7.19,10,16,S
7.19,10,13,H
7.86,10,12,S
6.53,5,18,S
7.36,10,18,S
7.36,10,12,H
7.47,11,18,S
7.1,10,13,S
7.82,10,18,S
7.04,10,13,S
7.04,10,12,H
6.43,7,12,S
6.43,7,12,H
7.73,4,20,S
7.13,10,14,S
7.16,3,10,S
7.16,3,7,H
7.53,10,20,S
7.53,10,11,H
7.77,4,8,S
7.22,8,18,S
7.22,8,14,H
7.42,3,12,H
7.38,5,16,S
7.38,5,12,H
7.68,9,14,H
7.69,10,18,S
7.77,8,18,S
7.8,10,11,S
8.07,9,20,S
7.37,9,14,S
7.5,8,13,S
7.5,8,4,H
6.43,9,18,H
6.83,10,18,H
7.55,8,8,H
7.34,6,15,H
