@relation result_new_train4_win

@attribute AVRAGE numeric
@attribute Dealer1 numeric
@attribute PlayerSum numeric
@attribute HITorSTAND {S,H}

@data
6.78,10,5,H
8,10,16,S
7.5,9,19,S
7.5,9,7,H
6.97,11,16,S
6.97,11,10,H
7.4,11,13,S
7.4,11,9,H
7.81,10,20,S
7.02,3,16,S
7.24,9,14,H
7.65,5,10,H
7.56,4,12,S
8.18,11,14,S
7.02,10,16,H
7.52,3,17,S
7.52,3,13,H
7.31,2,20,S
6.74,3,13,S
6.74,3,9,H
7.86,3,9,S
7.86,3,10,H
7.52,4,14,S
7.81,10,13,S
7.81,10,10,H
7.41,4,5,S
7.41,4,16,H
7.46,4,13,S
7.46,4,15,H
7.59,5,17,S
8.37,5,11,H
7.79,6,17,S
7.79,6,11,H
7.98,11,17,S
7.32,6,6,S
7.32,6,8,H
7.62,10,11,H
7.31,2,7,S
7.31,2,14,H
8.03,7,9,S
8.03,7,4,H
6.87,3,15,H
8.04,4,19,S
7.21,6,13,S
7.58,11,20,S
7.5,6,12,S
7.68,7,9,S
7.12,3,13,S
6.69,8,15,H
6.37,10,19,S
7.42,9,9,S
7.13,4,18,H
6.68,9,8,S
7,9,20,S
6.73,10,20,S
7.21,3,18,S
7.83,8,20,S
7.83,8,5,H
7.28,4,16,H
7.35,4,16,S
7.39,10,19,S
7.09,3,20,S
7.37,10,17,S
7.78,4,20,S
6.81,9,20,S
7.78,10,13,S
6.98,4,10,S
7.89,10,20,S
8.53,11,11,S
6.28,10,20,S
6.28,10,10,H
6.58,2,15,S
6.58,2,11,H
6.59,4,11,S
6.59,4,9,H
6.67,9,19,S
6.67,9,12,H
7.56,5,16,H
7.58,2,16,S
7.32,2,14,S
7.39,3,17,H
7.06,10,15,S
7.06,10,15,H
8.29,2,12,S
8.29,2,16,H
7.18,6,10,S
7.33,4,20,S
7.02,11,18,S
7.02,11,6,H
7.23,7,20,S
7.23,7,9,H
7.2,9,20,S
7.2,9,14,H
7.12,5,17,S
7.12,5,9,H
7.71,7,11,S
7.62,3,16,S
7.62,3,7,H
8.15,10,17,S
8.15,10,12,H
7.02,10,10,H
7.27,3,20,S
7.27,3,8,H
7.44,5,12,S
6.56,4,14,H
7.91,9,6,S
6.93,4,15,S
6.93,4,18,H
7.4,6,19,S
7.4,6,15,H
7.14,2,18,S
7.14,2,18,H
7.72,10,20,S
7.3,5,11,S
7.63,3,14,S
7.63,3,9,H
7.45,10,17,S
5.93,8,13,S
5.93,8,13,H
8.3,3,17,S
7.25,3,11,H
6.86,11,11,S
7.18,9,20,S
6.8,10,18,S
6.8,10,7,H
7.78,6,9,S
7.78,6,9,H
6.56,3,8,H
5.96,3,14,S
5.96,3,13,H
7.03,4,10,H
7.36,4,11,S
7.57,5,14,S
7.84,7,17,S
6.31,11,16,S
6.31,11,14,H
7.06,6,13,S
6.59,3,20,S
6.59,3,13,H
6.54,8,20,S
7.93,11,20,S
6.83,10,19,S
6.97,2,19,S
7.36,10,20,S
6.92,6,18,S
6.92,6,11,H
7.76,4,18,S
6.92,5,16,S
6.92,5,15,H
7.53,10,7,S
7.46,5,18,S
7.33,5,14,S
7.32,2,7,S
7.35,10,13,S
7.68,10,19,S
8.03,4,15,S
7.57,5,16,S
6.92,10,20,S
7.12,8,9,S
7.12,8,17,H
8.07,10,17,H
6.31,6,20,S
6.31,6,14,H
7.49,11,11,S
7.49,11,12,H
7.36,10,13,H
6.4,2,6,S
6.4,2,12,H
7.47,5,18,S
7.18,5,12,S
7.48,2,20,S
7.48,2,15,H
7.03,10,18,H
7.09,10,20,S
7.18,6,7,S
7.18,6,13,H
6.28,6,20,S
6.28,6,10,H
7.67,10,16,S
7.11,9,20,S
7.82,9,18,S
7.04,10,13,S
7.04,10,9,H
7.29,7,20,S
8.42,6,17,S
8.42,6,15,H
6.86,10,17,S
7.2,10,18,H
7.35,10,15,S
6.94,2,13,S
7,3,12,S
7.38,10,20,S
7.38,10,12,H
7.86,7,16,S
7.86,7,18,H
7.55,10,18,H
7.95,6,19,S
7.95,6,9,H
6.96,10,17,H
7.83,7,12,S
6.78,5,20,S
7.15,8,15,S
7.48,10,18,S
7.48,10,12,H
6.93,5,20,S
7.48,3,20,S
6.44,6,20,S
7.87,10,14,S
7.87,10,13,H
7.02,9,11,S
7.02,9,12,H
7.15,11,19,S
7.15,11,13,H
7.85,10,15,S
7.85,10,13,H
7.74,7,17,S
7.74,7,17,H
7.43,10,19,S
7.61,6,20,S
7.61,6,10,H
7.09,7,16,H
7.24,10,14,S
7.24,10,13,H
7.47,11,20,S
7.47,11,18,H
7.72,10,15,H
6.95,9,18,H
7.53,4,15,S
7.19,11,14,H
7.84,4,16,S
6.62,3,11,S
6.73,5,5,S
7.9,4,20,S
7.33,7,19,S
6.58,6,20,S
6.79,10,11,S
6.79,10,7,H
7.43,7,20,S
7.43,7,10,H
6.86,7,20,S
6.86,7,13,H
6.77,4,9,S
6.37,2,12,S
6.37,2,13,H
7.32,10,20,S
7.32,10,10,H
6.81,6,11,H
6.53,9,14,S
7.86,3,5,S
7.1,9,19,S
7.1,9,4,H
6.54,8,16,H
6.99,7,10,S
6.87,10,18,S
6.92,9,15,S
7.75,2,14,H
6.97,3,17,S
6.97,3,7,H
6.65,2,11,S
6.49,2,20,S
7.38,10,13,S
6.82,11,7,S
6.82,11,11,H
7.06,6,16,H
7.36,4,20,S
7.36,4,12,H
8.23,6,8,S
7.02,5,17,H
8.09,5,20,S
7.88,6,18,S
8.24,9,20,S
7.03,8,16,S
7.02,9,8,S
6.13,11,11,S
7.44,10,19,S
7.44,10,15,H
6.62,2,19,S
7.18,8,14,S
7.22,7,17,H
7.95,2,20,S
7.08,6,19,S
7.08,6,12,H
6.3,8,7,S
6.3,8,12,H
7.12,4,13,H
7.56,10,13,S
7.57,11,20,S
7.57,11,17,H
7.24,9,12,H
7.74,4,10,H
6.46,7,15,S
6.46,7,13,H
7.49,10,15,S
7.88,4,17,S
7.88,4,16,H
6.29,10,13,S
6.29,10,11,H
8.22,7,12,S
7.15,10,15,S
7.15,10,7,H
7.76,11,11,S
7.76,11,15,H
7.04,10,20,S
7.27,10,17,H
7.43,2,7,S
7.43,2,10,H
6.73,5,18,S
6.73,5,12,H
7.83,10,16,S
7.18,10,17,H
7.06,2,18,S
7.06,2,10,H
7.67,5,16,S
7.53,6,18,S
7.53,6,12,H
7.71,10,4,S
7.71,10,10,H
6.33,2,14,S
6.33,2,13,H
8.06,5,14,S
7.56,10,20,S
7.2,6,19,S
7.2,6,5,H
8.08,10,18,S
8.08,10,13,H
6.2,10,18,H
8.32,7,20,S
7.64,10,16,S
6.91,10,12,S
7.48,5,14,S
7.05,10,12,S
7.05,10,11,H
7.11,4,14,S
7.15,10,12,S
6.81,6,10,H
6.88,5,10,S
6.88,5,11,H
6.47,6,12,S
6.47,6,14,H
7.34,10,20,S
7.23,10,19,H
7.71,7,19,S
7.55,8,20,S
7.17,9,20,S
7.17,9,9,H
8.25,10,20,S
8.06,6,20,S
7.6,10,13,H
6,3,19,S
6,3,14,H
7.56,5,13,S
7.56,5,11,H
6.98,2,15,S
6.98,2,13,H
7.31,7,13,H
7.36,6,12,H
7.27,6,10,H
7.05,6,13,S
7.05,6,9,H
6.51,11,5,S
7.31,10,20,S
7.16,11,20,S
7.57,10,14,S
7.86,5,12,S
7.19,10,20,S
7.19,10,12,H
7.22,4,16,H
7.94,3,16,S
7.82,7,14,S
7.82,7,15,H
7,10,10,H
8.04,8,19,S
8.04,8,8,H
8.29,7,16,H
7.4,6,19,S
7.82,4,19,S
7.82,4,11,H
6.59,10,17,H
7.71,2,13,S
7.19,3,9,H
8.02,8,12,S
7.2,7,18,H
7.08,10,18,S
7.08,10,8,H
6.62,4,20,S
6.62,4,11,H
7.37,11,20,S
7.5,5,17,S
7,3,13,S
7,3,7,H
6.98,3,20,S
7.11,4,10,S
7.09,10,15,S
7.09,10,18,H
7.27,3,14,S
7.27,3,14,H
7.29,7,19,S
6.85,2,12,S
6.85,2,13,H
6.77,11,12,S
6.67,2,13,S
6.23,8,9,H
7.1,3,16,S
7.1,3,14,H
8.18,9,14,S
8.66,11,15,S
7.1,9,14,S
7.53,9,12,S
7.15,9,12,S
7.15,9,14,H
7.32,9,15,H
6.93,6,7,S
6.93,6,14,H
7.44,10,12,S
7.44,10,18,H
7.58,10,20,S
6.49,6,15,S
6.49,6,13,H
9.37,8,20,S
7.32,3,13,S
7.28,2,19,S
6.84,10,9,S
7.24,11,15,H
7.5,3,20,S
7.25,5,15,S
7.31,6,11,S
7.31,6,14,H
7.46,2,11,S
7.27,8,14,S
7.27,8,13,H
6.94,4,17,H
7.1,6,16,H
7.29,10,14,S
7.11,9,19,S
7.67,2,20,S
6.69,10,19,S
7.91,5,19,S
7.47,6,16,S
6.88,2,19,S
6.82,4,10,S
6.82,4,13,H
7.4,8,13,S
6.81,9,19,S
7.16,9,20,S
7.16,9,10,H
7.09,11,6,S
7.12,2,12,S
7.12,2,5,H
6.9,10,17,S
6.9,10,11,H
7.59,4,14,H
7.44,11,16,S
7.37,3,12,H
7.56,10,20,S
6.95,7,11,H
6.27,6,12,S
6.27,6,16,H
7.68,6,18,S
7.38,5,9,S
8.19,4,20,S
7.75,5,13,S
7.75,5,11,H
6.78,2,13,S
6.82,6,11,H
8.09,11,19,S
8.09,11,7,H
7,2,18,S
6.44,11,16,S
7.17,7,12,H
6.11,6,11,S
6.11,6,12,H
6.72,8,16,H
6.71,11,8,S
6.71,11,16,H
7.28,5,10,S
7.28,5,13,H
7.62,8,20,S
7.52,8,9,S
7.52,8,15,H
8.45,9,15,H
7.64,5,12,S
6.97,4,12,S
6.97,4,11,H
7.17,2,14,S
7.71,10,9,H
6.88,3,13,S
7.23,10,15,S
7.15,4,14,S
7.57,5,14,S
6.31,4,12,S
6.31,4,13,H
7.84,10,16,S
7.84,10,7,H
7.66,4,16,S
7.39,4,16,S
6.18,2,13,S
6.18,2,18,H
7.13,9,12,H
8.58,6,18,S
7.93,4,20,S
8.3,4,17,S
6.67,9,10,S
7.38,11,10,S
7.31,11,15,S
7.31,11,13,H
7.91,9,19,S
7.61,2,12,S
7.42,2,12,S
7.42,2,7,H
7.04,7,20,S
7.04,7,4,H
6.82,6,20,S
7.47,5,14,S
7.59,5,15,S
6.66,6,17,S
6.66,6,14,H
8.27,4,19,S
7.43,6,14,S
7.11,7,19,S
7.37,10,15,S
7.37,10,6,H
7.25,7,7,S
7.25,7,16,H
7.64,9,20,S
6.98,5,10,S
6.98,5,10,H
7.76,3,11,S
7.63,8,20,S
7.63,8,11,H
6.17,4,20,S
7.96,10,20,S
6.81,11,13,S
6.79,6,12,S
6.65,4,5,H
7.33,10,9,S
6.39,6,10,S
6.39,6,8,H
6.54,5,19,S
6.96,7,20,S
7.23,11,5,S
7.23,11,14,H
7.38,4,9,H
7.88,11,20,S
7.25,10,14,S
7.54,10,18,H
7.68,8,8,H
7.13,7,13,S
6.87,10,14,H
7.55,8,17,S
7.55,8,11,H
7.29,2,10,S
8.07,8,13,S
8.07,8,15,H
7.23,5,6,S
7.23,5,5,H
7.56,4,12,H
7.42,5,12,S
7.42,5,13,H
7.18,3,18,H
8,9,17,H
6.79,3,12,S
7.47,7,18,S
7.18,11,13,S
7.75,7,19,S
6.36,7,9,S
6.36,7,8,H
7.94,10,15,H
8.09,7,20,S
8.09,7,12,H
8.43,4,13,S
7.79,11,19,S
6.84,10,8,S
6.47,10,20,S
6.47,10,14,H
7.23,3,20,S
7.46,2,11,S
7.46,2,7,H
7.62,10,11,H
7.98,10,4,S
7.98,10,11,H
7.34,8,20,S
7.34,8,9,H
6.14,7,18,S
8.62,3,14,S
6.96,3,20,S
6.96,3,12,H
7.95,3,19,S
7.39,10,20,S
7.39,10,13,H
7.08,5,14,S
7.08,5,16,H
7.41,5,20,S
8.95,8,17,S
7.25,10,20,S
7.47,5,17,S
7.47,5,13,H
6.87,2,20,S
8.32,5,10,S
6.96,11,13,S
7.73,10,20,S
7.13,7,19,H
6.91,7,19,S
7.38,7,17,H
7.35,10,8,S
7.81,7,14,S
7.81,7,18,H
7.68,9,11,H
7.17,6,18,S
7,6,11,S
7.25,9,18,S
7.13,10,14,S
7.25,10,15,H
7.89,4,18,S
7.89,4,4,H
7.63,10,20,S
7.63,10,13,H
6.98,9,17,S
6.98,9,16,H
7.69,6,14,S
8.87,7,8,H
7.79,9,13,S
7.79,9,9,H
7.31,2,12,S
7.34,5,12,H
7.9,3,14,S
7.25,4,10,S
7.56,5,11,S
6.37,8,12,S
7.23,5,12,H
7.51,5,16,S
7.51,5,11,H
7.76,8,17,S
6.96,10,20,S
6.96,10,11,H
6.57,4,6,S
7.44,4,15,S
8,10,18,H
7.82,5,12,S
7.82,5,11,H
7.57,10,17,S
7.72,7,9,H
8.54,2,19,S
8.54,2,12,H
6.96,10,8,S
6.96,10,12,H
7.26,4,13,S
7.26,4,9,H
6.61,10,11,S
6.61,10,12,H
7.82,6,20,S
7.82,6,18,H
7.43,6,20,S
7.43,6,4,H
7.07,2,10,S
7.07,2,10,H
7.64,8,18,S
7.43,5,19,S
7.43,5,15,H
7.81,7,20,S
6.95,7,19,S
8.02,9,20,S
7.56,4,20,S
7.56,4,7,H
6.97,2,12,S
7.28,10,5,S
6.24,4,15,S
7.56,11,16,S
8.96,7,18,S
8.96,7,18,H
7.91,9,18,H
6.93,6,13,S
7.38,10,13,S
7.38,10,16,H
6.73,2,12,S
7.33,9,11,S
7.18,4,15,S
6.68,7,20,S
7.04,10,20,S
7.78,7,18,S
7.78,7,8,H
7.41,10,18,S
7.41,10,10,H
7.38,5,18,S
7.57,10,19,S
7.57,10,8,H
6.91,4,20,S
6.95,7,10,H
7.42,4,13,S
6.93,4,13,S
6.95,2,14,S
6.48,7,15,S
7.79,7,17,H
6.41,10,10,S
6.41,10,12,H
7.02,4,20,S
5.98,4,16,S
5.98,4,12,H
6.88,3,10,H
7.25,10,11,H
7.24,11,18,S
7.87,10,15,S
7.87,10,13,H
6.65,9,18,S
6.65,9,15,H
7.39,10,13,H
7.34,7,16,S
7.34,7,13,H
8.56,10,15,H
6.77,10,20,S
7.2,10,20,S
7.02,9,18,S
7.02,9,11,H
6.83,3,12,S
6.32,10,7,S
6.32,10,16,H
8.2,4,19,S
7.22,10,11,H
8.88,11,14,S
7.39,4,20,S
7.58,10,15,S
7.58,10,12,H
8.05,3,13,S
7.86,11,11,S
6.88,2,8,S
6.93,2,9,S
6.45,7,19,S
7.84,10,17,H
7.58,3,13,S
7.77,10,11,H
7.92,4,15,S
7.46,10,20,S
8.1,5,18,S
7.64,10,20,S
6.87,2,10,H
8.58,4,16,S
8.26,8,10,S
7.29,5,12,S
7,7,15,H
7.04,10,19,S
7.12,2,19,S
6.08,2,15,S
7.63,2,9,S
7.63,2,9,H
7.08,10,8,S
6.85,9,20,S
6.61,4,8,S
6.91,10,19,S
6.91,10,9,H
7.49,6,9,S
7,3,20,S
7.11,6,13,S
6.87,6,7,S
6.82,5,14,S
7.77,10,12,S
7.77,10,10,H
7.48,4,15,H
7.51,10,20,S
7.51,10,14,H
7.44,8,19,S
7.44,8,17,H
7.32,10,13,H
7.43,10,19,S
7.4,7,19,S
7.98,6,16,H
7.59,2,9,S
7.28,2,20,S
7.12,5,20,S
6.92,8,19,S
7.04,8,10,H
7.51,7,11,H
7.55,2,12,S
7.55,2,14,H
6.89,10,12,H
7.44,7,19,S
7.44,7,16,H
7.16,10,10,S
7,6,17,H
6.42,3,11,S
6.42,3,12,H
8.34,5,11,S
7.07,10,19,S
7.69,3,12,S
7.56,7,20,S
7.56,7,11,H
6.87,11,20,S
7.27,10,12,S
7.27,10,10,H
8.05,3,5,S
8.05,3,7,H
7.23,6,19,S
7.12,6,11,H
8.06,8,19,S
6.74,8,13,S
6.74,8,17,H
7.68,4,12,S
7.17,6,14,H
6.85,11,12,S
7.86,11,20,S
7.67,3,8,S
7.67,3,15,H
7.02,11,17,S
6.81,8,9,S
7.15,7,18,S
7.35,5,14,S
7.96,6,9,S
7.31,2,11,S
7.22,10,17,S
6.06,3,9,S
6.06,3,9,H
7.64,10,15,S
8.1,4,13,S
7.18,4,16,S
7.55,7,20,S
8.13,8,9,S
8.13,8,7,H
7.1,2,20,S
7.1,2,11,H
7.31,5,14,S
7.4,10,5,H
6.94,5,13,S
7.75,6,5,S
7.75,6,7,H
7.44,6,20,S
7.65,10,12,S
7.65,10,13,H
7.23,4,18,S
7.23,4,10,H
7.61,9,12,H
7.5,10,5,S
7.48,5,15,S
7.14,9,20,S
7.14,9,15,H
7.59,4,13,S
7.2,6,9,S
7.18,6,18,S
7.18,6,11,H
6.85,10,5,S
8.29,7,20,S
7,10,20,S
7.42,9,19,S
7.41,4,20,S
7.41,4,7,H
7.03,8,15,S
7.03,8,10,H
7.01,10,12,S
8.02,9,14,S
8.02,9,14,H
8.47,9,8,S
8.37,10,13,S
7.32,10,16,S
7.32,10,7,H
7.12,2,19,S
7.12,2,14,H
7.41,3,14,S
7.46,2,16,S
7.46,2,10,H
6.87,6,11,H
8.18,8,20,S
7.03,8,11,S
7.03,8,13,H
7.49,7,14,S
7.49,7,13,H
7.59,2,19,S
7.85,3,18,S
7.64,5,20,S
6.55,8,19,S
6.55,8,9,H
6.77,10,8,S
6.77,10,13,H
6.85,8,12,S
6.85,8,13,H
7.44,10,11,S
7.85,5,19,S
7.76,10,18,S
7.76,10,12,H
8.1,10,14,S
7.44,6,12,S
7.44,6,10,H
6.97,10,14,S
6.97,10,11,H
7.53,5,13,H
7.26,3,12,S
7.7,3,14,H
7.37,7,8,S
7.37,7,8,H
7.55,9,13,H
8.47,9,16,S
8.47,9,10,H
7.38,10,12,S
7.38,10,9,H
6.73,2,19,S
6.34,9,12,S
6.34,9,12,H
7.57,3,19,S
7.57,3,7,H
8.57,4,20,S
7.48,3,14,H
6.78,4,12,S
5.63,8,16,S
5.63,8,8,H
6.38,10,17,S
6.38,10,10,H
7.18,6,20,S
7.58,8,20,S
8.11,10,18,S
7.17,9,17,S
7.17,9,12,H
6.45,10,20,S
8.39,7,13,S
7.5,5,20,S
7.15,9,18,S
8.8,10,20,S
8.8,10,11,H
6.15,10,15,S
6.15,10,12,H
7.27,3,12,H
7.18,10,19,S
7.18,10,12,H
6.98,2,17,S
7.46,6,20,S
7.46,6,14,H
6.61,3,10,S
6.61,3,7,H
7,9,20,S
7.89,10,17,S
7.78,9,19,S
7.25,10,9,H
7.2,11,12,S
7.2,11,17,H
7.73,5,16,S
7.29,2,15,S
7.29,2,12,H
7.51,8,17,S
7.79,5,20,S
6.97,8,11,H
6.64,3,17,S
7.14,10,12,S
6.39,3,18,S
6.18,4,13,S
6.18,4,16,H
6.32,3,20,S
6.32,3,5,H
6.81,3,14,S
8.3,5,20,S
6.43,11,13,S
6.43,11,10,H
6.46,10,13,S
7.59,8,13,H
7.67,10,11,H
7.26,10,15,H
8.07,10,17,S
8.85,3,19,S
7.6,2,20,S
7.6,2,12,H
6.93,11,20,S
6.93,11,15,H
6.78,4,16,S
7.26,2,15,S
7.26,2,9,H
7.26,10,20,S
6.43,4,19,S
7.12,7,18,S
7.12,7,11,H
7.1,10,11,S
7.1,10,10,H
8.11,5,19,S
7.92,8,13,S
7,10,12,S
7.78,2,13,S
7.78,2,14,H
6.89,4,13,S
6.89,4,15,H
7.75,10,18,S
8,5,13,H
7.78,5,7,S
7.78,5,11,H
7.44,4,20,S
7.36,7,12,S
7.29,10,15,S
6.54,10,20,S
7.57,11,13,S
7.57,11,16,H
6.15,2,18,S
7.69,11,17,S
6.98,4,13,S
6.46,10,8,H
8.05,8,18,S
7.67,10,12,S
7.67,10,11,H
7.77,5,15,S
7.27,2,13,S
7,8,20,S
7.19,3,18,S
7.49,6,14,S
7.29,9,16,S
7.29,9,10,H
6.86,2,14,S
6.86,2,12,H
7.85,4,13,S
7.85,4,18,H
6.94,5,18,S
7.9,11,20,S
7.11,9,20,S
7.11,9,4,H
7.54,5,8,H
7.61,5,20,S
7.61,5,5,H
7.39,10,16,H
7.25,10,9,H
7.52,7,18,S
6.98,10,14,S
7.22,9,12,S
6.63,8,18,S
6.63,8,5,H
7.7,9,20,S
7.22,11,20,S
7.81,6,20,S
6.74,2,20,S
7.07,9,6,S
6.79,2,7,S
7.65,7,20,S
6.92,2,13,S
8.24,7,20,S
8.24,7,16,H
6.85,5,19,S
6.85,5,7,H
6.69,6,9,H
7.12,6,14,S
7.12,6,15,H
6.45,8,9,S
7.32,8,17,S
7.32,8,14,H
8.13,4,15,S
8.13,4,16,H
7.38,6,20,S
7.51,3,20,S
7.11,3,18,H
7.49,8,13,S
7.3,10,10,S
7.3,10,11,H
7.66,4,16,S
7.66,4,7,H
7.95,2,19,S
6.76,5,17,S
8.11,5,15,S
8.79,9,16,S
6.83,4,20,S
7.33,2,20,S
6.69,3,17,S
6.69,3,7,H
8,8,19,S
7.43,8,16,S
7.43,8,15,H
6.94,3,15,S
6.94,3,12,H
7.04,10,19,S
7.04,10,19,H
7.11,3,14,H
8.06,2,16,S
6.97,4,15,H
7.8,4,18,S
6.92,2,20,S
5.91,9,14,S
5.91,9,12,H
6.89,10,17,S
7.63,5,17,S
7.63,5,14,H
8.69,7,20,S
7.86,7,20,S
7.59,10,16,S
7.59,10,14,H
6.96,8,12,H
6.91,10,7,S
7.76,4,11,H
6.6,10,20,S
6.94,3,14,S
6.94,3,7,H
7.88,2,17,S
7.88,2,11,H
6.96,5,19,S
6.96,5,8,H
6.97,8,16,S
7.83,10,20,S
7.2,3,18,S
7.2,3,9,H
7.25,4,13,S
7.25,4,8,H
7.74,10,19,S
7.74,10,9,H
6.09,4,11,S
6.09,4,15,H
7.13,9,13,S
6.52,7,14,S
7.13,2,17,S
7.73,10,16,S
7.73,10,12,H
7.56,8,14,S
7.28,10,9,S
6.84,11,17,S
6.84,11,12,H
7.87,9,16,H
8.18,4,20,S
8.18,4,8,H
6.22,3,18,S
6.22,3,7,H
6.76,3,10,S
6.76,3,7,H
7.53,4,13,H
6.95,11,12,S
7.16,4,14,S
7.57,2,15,S
7.32,9,13,S
7.3,7,14,S
7.61,7,19,S
7.61,7,11,H
7.34,9,18,S
7.17,4,13,S
7.17,4,9,H
7.25,11,20,S
7.96,6,14,H
7.3,2,15,S
6.35,3,13,S
6.35,3,15,H
6.25,6,7,S
6.25,6,8,H
7.52,2,15,S
6.84,9,20,S
7.72,5,7,S
7.27,11,15,S
7.88,4,14,S
7.31,2,13,S
7.74,5,17,S
7.74,5,12,H
7,10,20,S
7,10,17,H
7,10,20,S
7,10,19,H
7.75,5,9,H
8.23,3,18,S
8.23,3,10,H
6.88,10,10,S
6.98,5,15,S
6.98,5,11,H
7.24,6,12,H
7.61,3,9,S
6.81,4,17,H
6.65,7,10,S
6.65,7,11,H
6.85,4,6,S
7.7,2,20,S
8.24,10,17,S
7.27,8,13,H
6,10,20,S
6,10,16,H
7.79,2,20,S
7.43,8,19,S
7.86,3,13,S
7,4,14,S
7.89,2,15,S
7.89,2,9,H
6.78,3,16,S
6.78,3,13,H
7.8,4,10,S
7.8,4,10,H
6.79,3,18,S
7.59,8,4,S
7.95,10,18,S
7.51,2,13,S
7.51,2,12,H
7.51,3,11,S
6.99,5,12,S
6.79,11,20,S
6.87,8,11,H
6.36,6,18,S
6.36,6,16,H
6.56,3,5,S
6.56,3,16,H
8.28,5,20,S
8.39,9,17,S
8.39,9,14,H
7.41,3,14,S
7.41,3,9,H
7.62,4,11,S
7.4,2,13,S
7.56,5,7,S
7.56,5,12,H
7.48,4,10,S
7.48,4,14,H
7.34,6,13,S
7.83,10,13,S
7.83,10,15,H
7.16,7,20,S
7.66,11,20,S
6.52,8,13,H
7.72,3,10,S
7.34,8,10,H
7.83,8,7,S
6.57,10,6,S
7.67,6,20,S
7.67,6,8,H
8.12,8,17,S
7.46,10,19,S
6.63,5,8,S
6.63,5,6,H
7.57,9,13,S
8.3,3,15,H
7.65,10,17,S
7.56,10,19,S
7,10,19,S
7.22,3,17,S
7.22,3,5,H
7.01,2,16,S
7.01,2,13,H
7.22,10,18,S
6.94,5,14,H
6.72,2,14,S
7.34,11,18,S
7.34,11,11,H
7.37,2,10,H
7.59,4,11,S
7.96,10,18,S
7.8,3,19,S
7.3,8,6,S
7.3,8,6,H
6.79,2,19,S
6.79,2,10,H
7.5,2,7,S
7.5,2,17,H
6.42,11,20,S
7,10,9,S
7,10,12,H
8.06,10,20,S
6.1,4,6,S
6.85,11,18,S
6.85,11,8,H
6.85,11,19,H
6.75,10,18,S
7.17,4,19,S
7.17,4,7,H
7.06,11,5,H
7.36,3,14,S
7.36,3,14,H
7.51,4,14,S
6.74,10,14,S
6.74,10,19,H
7.36,4,20,S
7.36,4,5,H
6.69,2,20,S
6.69,2,16,H
6.97,10,13,H
7.06,4,16,S
7.06,4,10,H
7.38,5,9,H
7.74,3,19,S
7.28,9,10,S
7.7,10,8,S
6.54,10,9,H
7.51,4,14,S
7.1,5,17,S
7.1,5,12,H
7.59,2,20,S
7.66,3,20,S
7.66,3,14,H
7.23,3,5,S
7.23,3,9,H
6.11,4,6,S
8,4,15,H
6.82,10,5,S
6.82,10,13,H
6.99,4,9,S
7.12,4,12,S
7.12,4,19,S
7.56,4,20,S
7.22,7,11,S
6.9,2,11,S
6.9,2,8,H
7.26,3,16,H
7.54,3,16,S
7.64,6,20,S
6.88,5,18,S
7.56,3,20,S
7.07,10,20,S
7.07,10,12,H
7.31,10,11,S
7.31,10,15,H
7.52,10,18,S
7.96,10,19,S
7.02,3,12,H
7.2,2,12,S
7.2,2,14,H
8.54,11,20,S
7.19,11,8,S
7.19,11,12,H
7.42,8,18,H
7.55,7,19,S
7.55,7,6,H
7.65,3,12,S
7.24,8,9,S
7.61,2,15,S
6.97,6,8,S
6.97,6,9,H
7.52,8,7,S
8.13,10,13,H
7.74,10,19,S
7.74,10,8,H
7,6,15,S
7,6,8,H
7.13,10,15,H
7.47,7,18,S
7.62,9,18,S
7.44,7,20,S
7.44,7,10,H
7.19,10,5,S
7.19,10,11,H
7.06,10,18,H
7.2,10,5,H
7.76,4,20,S
6.42,9,20,S
6.42,9,16,H
7.62,9,20,S
8.13,10,18,S
8.13,10,12,H
7.39,9,16,S
6.9,6,13,S
7.69,7,18,S
8.32,5,19,S
8.32,5,12,H
7.94,10,13,S
7.74,10,13,S
6.44,7,13,S
6.44,7,13,H
7.19,6,17,S
7.23,6,14,S
6.38,3,20,S
6.38,3,16,H
7.31,10,17,S
6.48,5,13,S
6.48,5,9,H
6.56,10,20,S
6.56,10,9,H
7.13,10,19,S
7.7,3,11,H
6.62,11,11,H
7.53,5,19,S
7.17,6,17,S
7.17,6,15,H
7.22,10,18,S
7.22,10,9,H
8.02,6,10,S
8.02,6,16,H
7.64,8,14,H
6.81,5,15,S
6.81,5,17,H
7.17,4,20,S
7.33,5,20,S
6.98,8,4,S
6.98,8,5,H
8.69,5,17,S
6.82,8,14,S
7.8,11,14,H
7.64,11,13,S
7.88,7,14,S
7.88,7,17,H
7.31,7,15,H
7.23,7,7,S
7.6,2,11,H
7.55,10,11,H
7.29,7,19,S
7.51,3,11,S
7.51,3,8,H
6.91,4,19,H
8.07,8,20,S
7.19,10,20,S
6.82,3,20,S
6.82,3,12,H
8.04,4,14,S
7.43,5,11,S
7.6,3,9,S
7.6,3,9,H
7.31,8,20,S
7.7,10,19,H
7.76,7,13,H
6.91,8,13,H
6.83,3,11,S
6.83,3,12,H
7.27,6,19,S
6.83,9,20,S
6.83,9,12,H
7.11,4,20,S
7.33,6,17,S
7.5,5,20,S
7.5,5,11,H
8,8,13,S
7.05,10,10,S
8.7,6,13,S
6.58,2,8,S
6.58,2,11,H
8.03,10,10,S
8.03,10,7,H
