@RELATION burstmodel
@ATTRIBUTE dealer-1 string
@ATTRIBUTE dealer-2 string
@ATTRIBUTE player1-1 string
@ATTRIBUTE player1-2 string
@ATTRIBUTE player2-1 string
@ATTRIBUTE player2-2 string
@ATTRIBUTE player3-1 string
@ATTRIBUTE player3-2 string
@ATTRIBUTE player4-1 string
@ATTRIBUTE player4-2 string
@ATTRIBUTE total numeric
@ATTRIBUTE result {burst, non-burst}
@DATA
FOUR,THREE,NINE,JACK,EIGHT,TWO,THREE,TWO,TEN,QUEEN,10,non-burst
FOUR,THREE,NINE,JACK,EIGHT,TWO,THREE,TWO,TEN,QUEEN,5,non-burst
FOUR,THREE,NINE,JACK,EIGHT,TWO,THREE,TWO,TEN,QUEEN,7,non-burst
FOUR,THREE,NINE,JACK,EIGHT,TWO,THREE,TWO,TEN,QUEEN,16,non-burst
ACE,TWO,KING,TWO,TWO,NINE,FOUR,QUEEN,JACK,FOUR,12,non-burst
ACE,TWO,KING,TWO,TWO,NINE,FOUR,QUEEN,JACK,FOUR,11,non-burst
ACE,TWO,KING,TWO,TWO,NINE,FOUR,QUEEN,JACK,FOUR,14,non-burst
ACE,TWO,KING,TWO,TWO,NINE,FOUR,QUEEN,JACK,FOUR,14,non-burst
QUEEN,NINE,JACK,KING,JACK,ACE,SEVEN,FIVE,SIX,NINE,12,non-burst
QUEEN,NINE,JACK,KING,JACK,ACE,SEVEN,FIVE,SIX,NINE,14,non-burst
QUEEN,NINE,JACK,KING,JACK,ACE,SEVEN,FIVE,SIX,NINE,15,non-burst
FOUR,ACE,FIVE,FOUR,FIVE,TWO,FIVE,SIX,QUEEN,THREE,9,non-burst
FOUR,ACE,FIVE,FOUR,FIVE,TWO,FIVE,SIX,QUEEN,THREE,7,non-burst
FOUR,ACE,FIVE,FOUR,FIVE,TWO,FIVE,SIX,QUEEN,THREE,11,non-burst
FOUR,ACE,FIVE,FOUR,FIVE,TWO,FIVE,SIX,QUEEN,THREE,13,non-burst
FIVE,QUEEN,ACE,FOUR,EIGHT,EIGHT,FOUR,SEVEN,EIGHT,EIGHT,15,non-burst
FIVE,QUEEN,ACE,FOUR,EIGHT,EIGHT,FOUR,SEVEN,EIGHT,EIGHT,15,non-burst
FIVE,QUEEN,ACE,FOUR,EIGHT,EIGHT,FOUR,SEVEN,EIGHT,EIGHT,16,non-burst
FIVE,QUEEN,ACE,FOUR,EIGHT,EIGHT,FOUR,SEVEN,EIGHT,EIGHT,11,non-burst
FIVE,QUEEN,ACE,FOUR,EIGHT,EIGHT,FOUR,SEVEN,EIGHT,EIGHT,16,non-burst
SIX,TEN,SEVEN,EIGHT,FOUR,TEN,ACE,THREE,TWO,SEVEN,15,non-burst
SIX,TEN,SEVEN,EIGHT,FOUR,TEN,ACE,THREE,TWO,SEVEN,14,non-burst
SIX,TEN,SEVEN,EIGHT,FOUR,TEN,ACE,THREE,TWO,SEVEN,14,non-burst
SIX,TEN,SEVEN,EIGHT,FOUR,TEN,ACE,THREE,TWO,SEVEN,16,non-burst
SIX,TEN,SEVEN,EIGHT,FOUR,TEN,ACE,THREE,TWO,SEVEN,9,non-burst
SIX,TEN,SEVEN,EIGHT,FOUR,TEN,ACE,THREE,TWO,SEVEN,14,non-burst
JACK,JACK,KING,QUEEN,NINE,SEVEN,JACK,THREE,FOUR,TEN,16,non-burst
JACK,JACK,KING,QUEEN,NINE,SEVEN,JACK,THREE,FOUR,TEN,13,non-burst
JACK,JACK,KING,QUEEN,NINE,SEVEN,JACK,THREE,FOUR,TEN,14,non-burst
JACK,FIVE,JACK,THREE,TEN,TEN,FOUR,NINE,EIGHT,SIX,13,non-burst
JACK,FIVE,JACK,THREE,TEN,TEN,FOUR,NINE,EIGHT,SIX,13,non-burst
JACK,FIVE,JACK,THREE,TEN,TEN,FOUR,NINE,EIGHT,SIX,14,non-burst
KING,JACK,FOUR,EIGHT,QUEEN,ACE,SEVEN,FOUR,FOUR,NINE,12,non-burst
KING,JACK,FOUR,EIGHT,QUEEN,ACE,SEVEN,FOUR,FOUR,NINE,11,non-burst
KING,JACK,FOUR,EIGHT,QUEEN,ACE,SEVEN,FOUR,FOUR,NINE,13,non-burst
ACE,SIX,NINE,FOUR,SEVEN,FOUR,SEVEN,TEN,TEN,EIGHT,13,non-burst
ACE,SIX,NINE,FOUR,SEVEN,FOUR,SEVEN,TEN,TEN,EIGHT,11,non-burst
EIGHT,THREE,KING,THREE,TEN,NINE,SIX,FIVE,JACK,EIGHT,13,non-burst
EIGHT,THREE,KING,THREE,TEN,NINE,SIX,FIVE,JACK,EIGHT,11,non-burst
FOUR,SEVEN,TEN,FOUR,EIGHT,FIVE,KING,JACK,FIVE,FIVE,14,non-burst
FOUR,SEVEN,TEN,FOUR,EIGHT,FIVE,KING,JACK,FIVE,FIVE,13,non-burst
FOUR,SEVEN,TEN,FOUR,EIGHT,FIVE,KING,JACK,FIVE,FIVE,10,non-burst
SEVEN,FIVE,JACK,FIVE,JACK,KING,NINE,QUEEN,FIVE,FIVE,15,non-burst
SEVEN,FIVE,JACK,FIVE,JACK,KING,NINE,QUEEN,FIVE,FIVE,10,non-burst
SEVEN,FIVE,JACK,FIVE,JACK,KING,NINE,QUEEN,FIVE,FIVE,14,non-burst
JACK,TWO,TWO,KING,NINE,ACE,SEVEN,EIGHT,JACK,SEVEN,12,non-burst
JACK,TWO,TWO,KING,NINE,ACE,SEVEN,EIGHT,JACK,SEVEN,15,non-burst
TWO,SEVEN,QUEEN,TEN,FOUR,FIVE,SIX,FOUR,SEVEN,TWO,9,non-burst
TWO,SEVEN,QUEEN,TEN,FOUR,FIVE,SIX,FOUR,SEVEN,TWO,10,non-burst
TWO,SEVEN,QUEEN,TEN,FOUR,FIVE,SIX,FOUR,SEVEN,TWO,15,non-burst
TWO,SEVEN,QUEEN,TEN,FOUR,FIVE,SIX,FOUR,SEVEN,TWO,9,non-burst
KING,JACK,NINE,SIX,THREE,JACK,SEVEN,EIGHT,SEVEN,FOUR,15,non-burst
KING,JACK,NINE,SIX,THREE,JACK,SEVEN,EIGHT,SEVEN,FOUR,13,non-burst
KING,JACK,NINE,SIX,THREE,JACK,SEVEN,EIGHT,SEVEN,FOUR,15,non-burst
KING,JACK,NINE,SIX,THREE,JACK,SEVEN,EIGHT,SEVEN,FOUR,11,non-burst
KING,JACK,NINE,SIX,THREE,JACK,SEVEN,EIGHT,SEVEN,FOUR,15,non-burst
KING,JACK,NINE,SIX,THREE,JACK,SEVEN,EIGHT,SEVEN,FOUR,16,non-burst
SEVEN,ACE,FIVE,QUEEN,NINE,FIVE,FOUR,QUEEN,KING,EIGHT,15,non-burst
SEVEN,ACE,FIVE,QUEEN,NINE,FIVE,FOUR,QUEEN,KING,EIGHT,14,non-burst
SEVEN,ACE,FIVE,QUEEN,NINE,FIVE,FOUR,QUEEN,KING,EIGHT,14,non-burst
ACE,FOUR,JACK,FOUR,TEN,NINE,KING,QUEEN,EIGHT,QUEEN,14,non-burst
ACE,SIX,THREE,TWO,TWO,NINE,TWO,TEN,QUEEN,KING,5,non-burst
ACE,SIX,THREE,TWO,TWO,NINE,TWO,TEN,QUEEN,KING,13,non-burst
ACE,SIX,THREE,TWO,TWO,NINE,TWO,TEN,QUEEN,KING,11,non-burst
ACE,SIX,THREE,TWO,TWO,NINE,TWO,TEN,QUEEN,KING,12,non-burst
QUEEN,TEN,JACK,QUEEN,THREE,NINE,SIX,JACK,TWO,FOUR,12,non-burst
QUEEN,TEN,JACK,QUEEN,THREE,NINE,SIX,JACK,TWO,FOUR,16,non-burst
QUEEN,TEN,JACK,QUEEN,THREE,NINE,SIX,JACK,TWO,FOUR,6,non-burst
QUEEN,TEN,JACK,QUEEN,THREE,NINE,SIX,JACK,TWO,FOUR,16,non-burst
QUEEN,SIX,EIGHT,THREE,EIGHT,JACK,FIVE,KING,THREE,TEN,11,non-burst
QUEEN,SIX,EIGHT,THREE,EIGHT,JACK,FIVE,KING,THREE,TEN,15,non-burst
QUEEN,SIX,EIGHT,THREE,EIGHT,JACK,FIVE,KING,THREE,TEN,15,non-burst
QUEEN,SIX,EIGHT,THREE,EIGHT,JACK,FIVE,KING,THREE,TEN,13,non-burst
FOUR,JACK,JACK,ACE,TWO,EIGHT,NINE,JACK,EIGHT,SIX,10,non-burst
FOUR,JACK,JACK,ACE,TWO,EIGHT,NINE,JACK,EIGHT,SIX,16,non-burst
FOUR,JACK,JACK,ACE,TWO,EIGHT,NINE,JACK,EIGHT,SIX,14,non-burst
SEVEN,SIX,KING,JACK,SEVEN,SEVEN,ACE,FIVE,THREE,JACK,14,non-burst
SEVEN,SIX,KING,JACK,SEVEN,SEVEN,ACE,FIVE,THREE,JACK,16,non-burst
SEVEN,SIX,KING,JACK,SEVEN,SEVEN,ACE,FIVE,THREE,JACK,13,non-burst
SIX,SEVEN,TWO,EIGHT,SEVEN,TWO,FIVE,NINE,EIGHT,TWO,10,non-burst
SIX,SEVEN,TWO,EIGHT,SEVEN,TWO,FIVE,NINE,EIGHT,TWO,9,non-burst
SIX,SEVEN,TWO,EIGHT,SEVEN,TWO,FIVE,NINE,EIGHT,TWO,16,non-burst
SIX,SEVEN,TWO,EIGHT,SEVEN,TWO,FIVE,NINE,EIGHT,TWO,14,non-burst
SIX,SEVEN,TWO,EIGHT,SEVEN,TWO,FIVE,NINE,EIGHT,TWO,10,non-burst
SIX,SEVEN,TWO,EIGHT,SEVEN,TWO,FIVE,NINE,EIGHT,TWO,16,non-burst
FIVE,EIGHT,EIGHT,ACE,FIVE,THREE,FOUR,KING,THREE,JACK,8,non-burst
FIVE,EIGHT,EIGHT,ACE,FIVE,THREE,FOUR,KING,THREE,JACK,14,non-burst
FIVE,EIGHT,EIGHT,ACE,FIVE,THREE,FOUR,KING,THREE,JACK,13,non-burst
NINE,QUEEN,FIVE,FIVE,ACE,FOUR,NINE,JACK,FIVE,THREE,10,non-burst
NINE,QUEEN,FIVE,FIVE,ACE,FOUR,NINE,JACK,FIVE,THREE,14,non-burst
NINE,QUEEN,FIVE,FIVE,ACE,FOUR,NINE,JACK,FIVE,THREE,16,non-burst
NINE,QUEEN,FIVE,FIVE,ACE,FOUR,NINE,JACK,FIVE,THREE,15,non-burst
NINE,QUEEN,FIVE,FIVE,ACE,FOUR,NINE,JACK,FIVE,THREE,15,non-burst
NINE,QUEEN,FIVE,FIVE,ACE,FOUR,NINE,JACK,FIVE,THREE,8,non-burst
NINE,QUEEN,FIVE,FIVE,ACE,FOUR,NINE,JACK,FIVE,THREE,13,non-burst
FIVE,SEVEN,THREE,QUEEN,TEN,SEVEN,QUEEN,TWO,FOUR,EIGHT,13,non-burst
FIVE,SEVEN,THREE,QUEEN,TEN,SEVEN,QUEEN,TWO,FOUR,EIGHT,15,non-burst
FIVE,SEVEN,THREE,QUEEN,TEN,SEVEN,QUEEN,TWO,FOUR,EIGHT,12,non-burst
FIVE,SEVEN,THREE,QUEEN,TEN,SEVEN,QUEEN,TWO,FOUR,EIGHT,12,non-burst
FIVE,SEVEN,THREE,QUEEN,TEN,SEVEN,QUEEN,TWO,FOUR,EIGHT,16,non-burst
JACK,TEN,KING,JACK,ACE,NINE,NINE,TEN,JACK,SIX,16,non-burst
ACE,SEVEN,SIX,FOUR,QUEEN,QUEEN,JACK,TEN,NINE,SEVEN,10,non-burst
ACE,SEVEN,SIX,FOUR,QUEEN,QUEEN,JACK,TEN,NINE,SEVEN,16,non-burst
SIX,FIVE,TEN,ACE,JACK,TWO,JACK,JACK,TEN,FOUR,12,non-burst
SIX,FIVE,TEN,ACE,JACK,TWO,JACK,JACK,TEN,FOUR,14,non-burst
THREE,TWO,THREE,JACK,TEN,JACK,TWO,TWO,ACE,FIVE,13,non-burst
THREE,TWO,THREE,JACK,TEN,JACK,TWO,TWO,ACE,FIVE,15,non-burst
THREE,TWO,THREE,JACK,TEN,JACK,TWO,TWO,ACE,FIVE,4,non-burst
THREE,TWO,THREE,JACK,TEN,JACK,TWO,TWO,ACE,FIVE,9,non-burst
THREE,TWO,THREE,JACK,TEN,JACK,TWO,TWO,ACE,FIVE,16,non-burst
EIGHT,SEVEN,EIGHT,TWO,QUEEN,SEVEN,QUEEN,THREE,TEN,JACK,10,non-burst
EIGHT,SEVEN,EIGHT,TWO,QUEEN,SEVEN,QUEEN,THREE,TEN,JACK,13,non-burst
EIGHT,SEVEN,EIGHT,TWO,QUEEN,SEVEN,QUEEN,THREE,TEN,JACK,14,non-burst
FOUR,QUEEN,SEVEN,KING,SIX,JACK,TEN,FOUR,EIGHT,FOUR,16,non-burst
FOUR,QUEEN,SEVEN,KING,SIX,JACK,TEN,FOUR,EIGHT,FOUR,14,non-burst
FOUR,QUEEN,SEVEN,KING,SIX,JACK,TEN,FOUR,EIGHT,FOUR,15,non-burst
FOUR,QUEEN,SEVEN,KING,SIX,JACK,TEN,FOUR,EIGHT,FOUR,12,non-burst
TEN,SEVEN,ACE,QUEEN,FIVE,TEN,THREE,FIVE,FIVE,SIX,15,non-burst
TEN,SEVEN,ACE,QUEEN,FIVE,TEN,THREE,FIVE,FIVE,SIX,8,non-burst
TEN,SEVEN,ACE,QUEEN,FIVE,TEN,THREE,FIVE,FIVE,SIX,11,non-burst
TEN,SEVEN,ACE,QUEEN,FIVE,TEN,THREE,FIVE,FIVE,SIX,13,non-burst
NINE,QUEEN,SIX,FIVE,TWO,THREE,TEN,JACK,JACK,QUEEN,11,non-burst
NINE,QUEEN,SIX,FIVE,TWO,THREE,TEN,JACK,JACK,QUEEN,14,non-burst
NINE,QUEEN,SIX,FIVE,TWO,THREE,TEN,JACK,JACK,QUEEN,5,non-burst
NINE,QUEEN,SIX,FIVE,TWO,THREE,TEN,JACK,JACK,QUEEN,15,non-burst
FIVE,FOUR,FIVE,JACK,NINE,TEN,ACE,SIX,SEVEN,JACK,15,non-burst
KING,SIX,EIGHT,JACK,TEN,QUEEN,THREE,ACE,SIX,NINE,14,non-burst
KING,SIX,EIGHT,JACK,TEN,QUEEN,THREE,ACE,SIX,NINE,15,non-burst
EIGHT,QUEEN,QUEEN,EIGHT,THREE,EIGHT,FIVE,JACK,EIGHT,TWO,11,non-burst
EIGHT,QUEEN,QUEEN,EIGHT,THREE,EIGHT,FIVE,JACK,EIGHT,TWO,15,non-burst
EIGHT,QUEEN,QUEEN,EIGHT,THREE,EIGHT,FIVE,JACK,EIGHT,TWO,10,non-burst
EIGHT,QUEEN,QUEEN,EIGHT,THREE,EIGHT,FIVE,JACK,EIGHT,TWO,12,non-burst
EIGHT,QUEEN,QUEEN,EIGHT,THREE,EIGHT,FIVE,JACK,EIGHT,TWO,15,non-burst
JACK,THREE,JACK,EIGHT,TWO,TWO,JACK,SIX,SEVEN,QUEEN,4,non-burst
JACK,THREE,JACK,EIGHT,TWO,TWO,JACK,SIX,SEVEN,QUEEN,6,non-burst
JACK,THREE,JACK,EIGHT,TWO,TWO,JACK,SIX,SEVEN,QUEEN,13,non-burst
JACK,THREE,JACK,EIGHT,TWO,TWO,JACK,SIX,SEVEN,QUEEN,16,non-burst
QUEEN,FOUR,SIX,TEN,KING,NINE,NINE,ACE,FIVE,FIVE,16,non-burst
QUEEN,FOUR,SIX,TEN,KING,NINE,NINE,ACE,FIVE,FIVE,10,non-burst
ACE,QUEEN,QUEEN,EIGHT,SEVEN,SIX,KING,EIGHT,JACK,FOUR,13,non-burst
ACE,QUEEN,QUEEN,EIGHT,SEVEN,SIX,KING,EIGHT,JACK,FOUR,14,non-burst
FOUR,TEN,QUEEN,FOUR,THREE,QUEEN,TWO,SEVEN,FIVE,SEVEN,14,non-burst
FOUR,TEN,QUEEN,FOUR,THREE,QUEEN,TWO,SEVEN,FIVE,SEVEN,13,non-burst
FOUR,TEN,QUEEN,FOUR,THREE,QUEEN,TWO,SEVEN,FIVE,SEVEN,9,non-burst
FOUR,TEN,QUEEN,FOUR,THREE,QUEEN,TWO,SEVEN,FIVE,SEVEN,12,non-burst
SIX,QUEEN,FOUR,SEVEN,FIVE,JACK,TEN,ACE,KING,TWO,11,non-burst
SIX,QUEEN,FOUR,SEVEN,FIVE,JACK,TEN,ACE,KING,TWO,15,non-burst
SIX,QUEEN,FOUR,SEVEN,FIVE,JACK,TEN,ACE,KING,TWO,12,non-burst
EIGHT,SIX,JACK,JACK,EIGHT,TWO,ACE,NINE,TEN,TWO,10,non-burst
EIGHT,SIX,JACK,JACK,EIGHT,TWO,ACE,NINE,TEN,TWO,16,non-burst
EIGHT,SIX,JACK,JACK,EIGHT,TWO,ACE,NINE,TEN,TWO,12,non-burst
FIVE,FOUR,FIVE,SEVEN,SEVEN,ACE,TWO,FIVE,SEVEN,EIGHT,12,non-burst
FIVE,FOUR,FIVE,SEVEN,SEVEN,ACE,TWO,FIVE,SEVEN,EIGHT,7,non-burst
FIVE,FOUR,FIVE,SEVEN,SEVEN,ACE,TWO,FIVE,SEVEN,EIGHT,10,non-burst
FIVE,FOUR,FIVE,SEVEN,SEVEN,ACE,TWO,FIVE,SEVEN,EIGHT,12,non-burst
FIVE,FOUR,FIVE,SEVEN,SEVEN,ACE,TWO,FIVE,SEVEN,EIGHT,15,non-burst
NINE,KING,JACK,FIVE,SIX,FIVE,TEN,TEN,EIGHT,TEN,15,non-burst
NINE,KING,JACK,FIVE,SIX,FIVE,TEN,TEN,EIGHT,TEN,11,non-burst
EIGHT,NINE,SIX,ACE,SEVEN,NINE,KING,SEVEN,EIGHT,FOUR,16,non-burst
EIGHT,NINE,SIX,ACE,SEVEN,NINE,KING,SEVEN,EIGHT,FOUR,12,non-burst
EIGHT,NINE,SIX,ACE,SEVEN,NINE,KING,SEVEN,EIGHT,FOUR,14,non-burst
ACE,KING,SIX,QUEEN,EIGHT,QUEEN,FOUR,SEVEN,EIGHT,SEVEN,16,non-burst
ACE,KING,SIX,QUEEN,EIGHT,QUEEN,FOUR,SEVEN,EIGHT,SEVEN,11,non-burst
ACE,KING,SIX,QUEEN,EIGHT,QUEEN,FOUR,SEVEN,EIGHT,SEVEN,15,non-burst
ACE,KING,SIX,QUEEN,EIGHT,QUEEN,FOUR,SEVEN,EIGHT,SEVEN,15,non-burst
FOUR,EIGHT,TEN,JACK,SEVEN,FOUR,NINE,FOUR,KING,FIVE,11,non-burst
FOUR,EIGHT,TEN,JACK,SEVEN,FOUR,NINE,FOUR,KING,FIVE,12,non-burst
FOUR,EIGHT,TEN,JACK,SEVEN,FOUR,NINE,FOUR,KING,FIVE,14,non-burst
FOUR,EIGHT,TEN,JACK,SEVEN,FOUR,NINE,FOUR,KING,FIVE,13,non-burst
FOUR,EIGHT,TEN,JACK,SEVEN,FOUR,NINE,FOUR,KING,FIVE,15,non-burst
SIX,FIVE,NINE,TEN,JACK,NINE,KING,TEN,FIVE,ACE,16,non-burst
SIX,FIVE,NINE,TEN,JACK,NINE,KING,TEN,FIVE,ACE,16,non-burst
FIVE,TEN,SIX,NINE,QUEEN,SIX,SIX,JACK,QUEEN,FOUR,15,non-burst
FIVE,TEN,SIX,NINE,QUEEN,SIX,SIX,JACK,QUEEN,FOUR,16,non-burst
FIVE,TEN,SIX,NINE,QUEEN,SIX,SIX,JACK,QUEEN,FOUR,16,non-burst
FIVE,TEN,SIX,NINE,QUEEN,SIX,SIX,JACK,QUEEN,FOUR,14,non-burst
EIGHT,TEN,NINE,QUEEN,EIGHT,SEVEN,SIX,FIVE,EIGHT,QUEEN,15,non-burst
EIGHT,TEN,NINE,QUEEN,EIGHT,SEVEN,SIX,FIVE,EIGHT,QUEEN,11,non-burst
EIGHT,TEN,NINE,QUEEN,EIGHT,SEVEN,SIX,FIVE,EIGHT,QUEEN,13,non-burst
EIGHT,TEN,NINE,QUEEN,EIGHT,SEVEN,SIX,FIVE,EIGHT,QUEEN,14,non-burst
THREE,SEVEN,NINE,THREE,SIX,EIGHT,KING,EIGHT,THREE,FIVE,12,non-burst
THREE,SEVEN,NINE,THREE,SIX,EIGHT,KING,EIGHT,THREE,FIVE,14,non-burst
THREE,SEVEN,NINE,THREE,SIX,EIGHT,KING,EIGHT,THREE,FIVE,8,non-burst
THREE,SEVEN,NINE,THREE,SIX,EIGHT,KING,EIGHT,THREE,FIVE,12,non-burst
TWO,EIGHT,KING,TEN,EIGHT,THREE,TWO,NINE,SEVEN,SEVEN,11,non-burst
TWO,EIGHT,KING,TEN,EIGHT,THREE,TWO,NINE,SEVEN,SEVEN,11,non-burst
TWO,EIGHT,KING,TEN,EIGHT,THREE,TWO,NINE,SEVEN,SEVEN,14,non-burst
TEN,SIX,SEVEN,ACE,QUEEN,SIX,TWO,TEN,TWO,KING,16,non-burst
TEN,SIX,SEVEN,ACE,QUEEN,SIX,TWO,TEN,TWO,KING,12,non-burst
TEN,SIX,SEVEN,ACE,QUEEN,SIX,TWO,TEN,TWO,KING,12,non-burst
TWO,EIGHT,FOUR,THREE,TEN,THREE,ACE,TWO,SIX,QUEEN,7,non-burst
TWO,EIGHT,FOUR,THREE,TEN,THREE,ACE,TWO,SIX,QUEEN,16,non-burst
TWO,EIGHT,FOUR,THREE,TEN,THREE,ACE,TWO,SIX,QUEEN,13,non-burst
TWO,EIGHT,FOUR,THREE,TEN,THREE,ACE,TWO,SIX,QUEEN,16,non-burst
TWO,EIGHT,FOUR,THREE,TEN,THREE,ACE,TWO,SIX,QUEEN,13,non-burst
TWO,EIGHT,FOUR,THREE,TEN,THREE,ACE,TWO,SIX,QUEEN,16,non-burst
THREE,NINE,NINE,QUEEN,JACK,SEVEN,JACK,JACK,ACE,THREE,14,non-burst
THREE,NINE,NINE,QUEEN,JACK,SEVEN,JACK,JACK,ACE,THREE,14,non-burst
TWO,JACK,TWO,THREE,FOUR,ACE,THREE,TWO,SEVEN,FOUR,5,non-burst
TWO,JACK,TWO,THREE,FOUR,ACE,THREE,TWO,SEVEN,FOUR,15,non-burst
TWO,JACK,TWO,THREE,FOUR,ACE,THREE,TWO,SEVEN,FOUR,15,non-burst
TWO,JACK,TWO,THREE,FOUR,ACE,THREE,TWO,SEVEN,FOUR,12,non-burst
TWO,JACK,TWO,THREE,FOUR,ACE,THREE,TWO,SEVEN,FOUR,5,non-burst
TWO,JACK,TWO,THREE,FOUR,ACE,THREE,TWO,SEVEN,FOUR,15,non-burst
TWO,JACK,TWO,THREE,FOUR,ACE,THREE,TWO,SEVEN,FOUR,11,non-burst
SEVEN,ACE,NINE,TEN,THREE,QUEEN,THREE,FOUR,JACK,KING,13,non-burst
SEVEN,ACE,NINE,TEN,THREE,QUEEN,THREE,FOUR,JACK,KING,7,non-burst
SEVEN,ACE,NINE,TEN,THREE,QUEEN,THREE,FOUR,JACK,KING,14,non-burst
SEVEN,ACE,NINE,TEN,THREE,QUEEN,THREE,FOUR,JACK,KING,16,non-burst
NINE,SIX,SIX,KING,NINE,JACK,THREE,SIX,JACK,SEVEN,16,non-burst
NINE,SIX,SIX,KING,NINE,JACK,THREE,SIX,JACK,SEVEN,9,non-burst
NINE,SIX,SIX,KING,NINE,JACK,THREE,SIX,JACK,SEVEN,12,non-burst
SIX,QUEEN,THREE,SIX,JACK,EIGHT,FIVE,NINE,FOUR,QUEEN,9,non-burst
SIX,QUEEN,THREE,SIX,JACK,EIGHT,FIVE,NINE,FOUR,QUEEN,13,non-burst
SIX,QUEEN,THREE,SIX,JACK,EIGHT,FIVE,NINE,FOUR,QUEEN,14,non-burst
SIX,QUEEN,THREE,SIX,JACK,EIGHT,FIVE,NINE,FOUR,QUEEN,14,non-burst
SEVEN,QUEEN,FOUR,TWO,NINE,SIX,TWO,KING,ACE,NINE,6,non-burst
SEVEN,QUEEN,FOUR,TWO,NINE,SIX,TWO,KING,ACE,NINE,14,non-burst
SEVEN,QUEEN,FOUR,TWO,NINE,SIX,TWO,KING,ACE,NINE,15,non-burst
SEVEN,QUEEN,FOUR,TWO,NINE,SIX,TWO,KING,ACE,NINE,12,non-burst
KING,TWO,TWO,TEN,NINE,FOUR,JACK,TEN,SEVEN,SIX,12,non-burst
KING,TWO,TWO,TEN,NINE,FOUR,JACK,TEN,SEVEN,SIX,14,non-burst
KING,TWO,TWO,TEN,NINE,FOUR,JACK,TEN,SEVEN,SIX,13,non-burst
KING,TWO,TWO,TEN,NINE,FOUR,JACK,TEN,SEVEN,SIX,13,non-burst
ACE,TWO,FIVE,KING,EIGHT,TEN,FIVE,JACK,JACK,SEVEN,15,non-burst
ACE,TWO,FIVE,KING,EIGHT,TEN,FIVE,JACK,JACK,SEVEN,15,non-burst
KING,QUEEN,FOUR,FIVE,QUEEN,SIX,JACK,SIX,TEN,EIGHT,9,non-burst
KING,QUEEN,FOUR,FIVE,QUEEN,SIX,JACK,SIX,TEN,EIGHT,16,non-burst
KING,QUEEN,FOUR,FIVE,QUEEN,SIX,JACK,SIX,TEN,EIGHT,16,non-burst
TWO,JACK,FOUR,FIVE,SIX,KING,FIVE,SIX,SIX,SEVEN,9,non-burst
TWO,JACK,FOUR,FIVE,SIX,KING,FIVE,SIX,SIX,SEVEN,13,non-burst
TWO,JACK,FOUR,FIVE,SIX,KING,FIVE,SIX,SIX,SEVEN,16,non-burst
TWO,JACK,FOUR,FIVE,SIX,KING,FIVE,SIX,SIX,SEVEN,11,non-burst
TWO,JACK,FOUR,FIVE,SIX,KING,FIVE,SIX,SIX,SEVEN,15,non-burst
TWO,JACK,FOUR,FIVE,SIX,KING,FIVE,SIX,SIX,SEVEN,13,non-burst
TEN,FIVE,THREE,ACE,FIVE,KING,TWO,TWO,FOUR,NINE,14,non-burst
TEN,FIVE,THREE,ACE,FIVE,KING,TWO,TWO,FOUR,NINE,14,non-burst
TEN,FIVE,THREE,ACE,FIVE,KING,TWO,TWO,FOUR,NINE,15,non-burst
TEN,FIVE,THREE,ACE,FIVE,KING,TWO,TWO,FOUR,NINE,4,non-burst
TEN,FIVE,THREE,ACE,FIVE,KING,TWO,TWO,FOUR,NINE,7,non-burst
TEN,FIVE,THREE,ACE,FIVE,KING,TWO,TWO,FOUR,NINE,12,non-burst
TEN,FIVE,THREE,ACE,FIVE,KING,TWO,TWO,FOUR,NINE,13,non-burst
NINE,ACE,SEVEN,TEN,TEN,EIGHT,FIVE,EIGHT,SEVEN,TEN,13,non-burst
THREE,SEVEN,SIX,FOUR,FIVE,FIVE,SIX,KING,JACK,QUEEN,10,non-burst
THREE,SEVEN,SIX,FOUR,FIVE,FIVE,SIX,KING,JACK,QUEEN,10,non-burst
THREE,SEVEN,SIX,FOUR,FIVE,FIVE,SIX,KING,JACK,QUEEN,16,non-burst
THREE,SEVEN,SIX,FOUR,FIVE,FIVE,SIX,KING,JACK,QUEEN,16,non-burst
TWO,FIVE,JACK,TWO,NINE,QUEEN,FOUR,TEN,FOUR,ACE,12,non-burst
TWO,FIVE,JACK,TWO,NINE,QUEEN,FOUR,TEN,FOUR,ACE,14,non-burst
TWO,FIVE,JACK,TWO,NINE,QUEEN,FOUR,TEN,FOUR,ACE,15,non-burst
TWO,FIVE,JACK,TWO,NINE,QUEEN,FOUR,TEN,FOUR,ACE,12,non-burst
TWO,FIVE,JACK,TWO,NINE,QUEEN,FOUR,TEN,FOUR,ACE,14,non-burst
THREE,TWO,KING,TWO,ACE,THREE,TEN,SEVEN,THREE,JACK,12,non-burst
THREE,TWO,KING,TWO,ACE,THREE,TEN,SEVEN,THREE,JACK,15,non-burst
THREE,TWO,KING,TWO,ACE,THREE,TEN,SEVEN,THREE,JACK,14,non-burst
THREE,TWO,KING,TWO,ACE,THREE,TEN,SEVEN,THREE,JACK,14,non-burst
THREE,TWO,KING,TWO,ACE,THREE,TEN,SEVEN,THREE,JACK,13,non-burst
THREE,TEN,FIVE,JACK,SIX,THREE,FIVE,QUEEN,KING,FOUR,15,non-burst
