@RELATION burstmodel
@ATTRIBUTE dealer-1 string
@ATTRIBUTE dealer-2 string
@ATTRIBUTE player1-1 string
@ATTRIBUTE player1-2 string
@ATTRIBUTE player2-1 string
@ATTRIBUTE player2-2 string
@ATTRIBUTE player3-1 string
@ATTRIBUTE player3-2 string
@ATTRIBUTE player4-1 string
@ATTRIBUTE player4-2 string
@ATTRIBUTE total numeric
@ATTRIBUTE result {burst, non-burst}
@DATA
JACK,NINE,SEVEN,THREE,EIGHT,SEVEN,ACE,TWO,EIGHT,KING,10,non-burst
JACK,NINE,SEVEN,THREE,EIGHT,SEVEN,ACE,TWO,EIGHT,KING,13,non-burst
JACK,NINE,SEVEN,THREE,EIGHT,SEVEN,ACE,TWO,EIGHT,KING,15,non-burst
JACK,NINE,SEVEN,THREE,EIGHT,SEVEN,ACE,TWO,EIGHT,KING,15,non-burst
JACK,NINE,SEVEN,THREE,EIGHT,SEVEN,ACE,TWO,EIGHT,KING,13,non-burst
TWO,NINE,KING,SIX,TWO,JACK,THREE,QUEEN,SEVEN,SEVEN,16,non-burst
TWO,NINE,KING,SIX,TWO,JACK,THREE,QUEEN,SEVEN,SEVEN,12,non-burst
TWO,NINE,KING,SIX,TWO,JACK,THREE,QUEEN,SEVEN,SEVEN,13,non-burst
TWO,NINE,KING,SIX,TWO,JACK,THREE,QUEEN,SEVEN,SEVEN,14,non-burst
FIVE,JACK,JACK,KING,TWO,JACK,TWO,ACE,SEVEN,SEVEN,12,non-burst
FIVE,JACK,JACK,KING,TWO,JACK,TWO,ACE,SEVEN,SEVEN,13,non-burst
FIVE,JACK,JACK,KING,TWO,JACK,TWO,ACE,SEVEN,SEVEN,14,non-burst
FOUR,EIGHT,FOUR,EIGHT,JACK,THREE,THREE,NINE,TWO,JACK,12,non-burst
FOUR,EIGHT,FOUR,EIGHT,JACK,THREE,THREE,NINE,TWO,JACK,13,non-burst
FOUR,EIGHT,FOUR,EIGHT,JACK,THREE,THREE,NINE,TWO,JACK,12,non-burst
FOUR,EIGHT,FOUR,EIGHT,JACK,THREE,THREE,NINE,TWO,JACK,12,non-burst
FOUR,EIGHT,FOUR,EIGHT,JACK,THREE,THREE,NINE,TWO,JACK,13,non-burst
FOUR,SEVEN,FIVE,THREE,SIX,SIX,FIVE,ACE,NINE,TEN,8,non-burst
FOUR,SEVEN,FIVE,THREE,SIX,SIX,FIVE,ACE,NINE,TEN,13,non-burst
FOUR,SEVEN,FIVE,THREE,SIX,SIX,FIVE,ACE,NINE,TEN,12,non-burst
FOUR,SEVEN,FIVE,THREE,SIX,SIX,FIVE,ACE,NINE,TEN,16,non-burst
FOUR,SEVEN,FIVE,THREE,SIX,SIX,FIVE,ACE,NINE,TEN,16,non-burst
JACK,NINE,KING,EIGHT,EIGHT,QUEEN,ACE,SIX,SEVEN,SIX,13,non-burst
JACK,NINE,KING,EIGHT,EIGHT,QUEEN,ACE,SIX,SEVEN,SIX,15,non-burst
FIVE,SEVEN,SIX,TWO,TWO,JACK,ACE,QUEEN,QUEEN,FOUR,8,non-burst
FIVE,SEVEN,SIX,TWO,TWO,JACK,ACE,QUEEN,QUEEN,FOUR,11,non-burst
FIVE,SEVEN,SIX,TWO,TWO,JACK,ACE,QUEEN,QUEEN,FOUR,14,non-burst
FIVE,SEVEN,SIX,TWO,TWO,JACK,ACE,QUEEN,QUEEN,FOUR,12,non-burst
FIVE,SEVEN,SIX,TWO,TWO,JACK,ACE,QUEEN,QUEEN,FOUR,15,non-burst
FIVE,SEVEN,SIX,TWO,TWO,JACK,ACE,QUEEN,QUEEN,FOUR,14,non-burst
FIVE,EIGHT,FOUR,TEN,JACK,JACK,FIVE,NINE,QUEEN,SIX,14,non-burst
FIVE,EIGHT,FOUR,TEN,JACK,JACK,FIVE,NINE,QUEEN,SIX,14,non-burst
FIVE,EIGHT,FOUR,TEN,JACK,JACK,FIVE,NINE,QUEEN,SIX,16,non-burst
ACE,TWO,JACK,TWO,EIGHT,THREE,SEVEN,SIX,NINE,SIX,12,non-burst
ACE,TWO,JACK,TWO,EIGHT,THREE,SEVEN,SIX,NINE,SIX,16,non-burst
ACE,TWO,JACK,TWO,EIGHT,THREE,SEVEN,SIX,NINE,SIX,11,non-burst
ACE,TWO,JACK,TWO,EIGHT,THREE,SEVEN,SIX,NINE,SIX,13,non-burst
ACE,TWO,JACK,TWO,EIGHT,THREE,SEVEN,SIX,NINE,SIX,16,non-burst
ACE,TWO,JACK,TWO,EIGHT,THREE,SEVEN,SIX,NINE,SIX,15,non-burst
TEN,FOUR,KING,TEN,EIGHT,TWO,SIX,SIX,FOUR,TWO,10,non-burst
TEN,FOUR,KING,TEN,EIGHT,TWO,SIX,SIX,FOUR,TWO,12,non-burst
TEN,FOUR,KING,TEN,EIGHT,TWO,SIX,SIX,FOUR,TWO,6,non-burst
TEN,FOUR,KING,TEN,EIGHT,TWO,SIX,SIX,FOUR,TWO,8,non-burst
TEN,FOUR,KING,TEN,EIGHT,TWO,SIX,SIX,FOUR,TWO,11,non-burst
FOUR,ACE,FIVE,TEN,EIGHT,FOUR,THREE,FOUR,EIGHT,FIVE,15,non-burst
FOUR,ACE,FIVE,TEN,EIGHT,FOUR,THREE,FOUR,EIGHT,FIVE,12,non-burst
FOUR,ACE,FIVE,TEN,EIGHT,FOUR,THREE,FOUR,EIGHT,FIVE,7,non-burst
FOUR,ACE,FIVE,TEN,EIGHT,FOUR,THREE,FOUR,EIGHT,FIVE,15,non-burst
FOUR,ACE,FIVE,TEN,EIGHT,FOUR,THREE,FOUR,EIGHT,FIVE,13,non-burst
FOUR,ACE,FIVE,TEN,EIGHT,FOUR,THREE,FOUR,EIGHT,FIVE,16,non-burst
TEN,THREE,SEVEN,NINE,JACK,NINE,TWO,TWO,KING,JACK,16,non-burst
TEN,THREE,SEVEN,NINE,JACK,NINE,TWO,TWO,KING,JACK,4,non-burst
TEN,THREE,SEVEN,NINE,JACK,NINE,TWO,TWO,KING,JACK,9,non-burst
EIGHT,TEN,TEN,SIX,TWO,SEVEN,SIX,QUEEN,THREE,TEN,16,non-burst
EIGHT,TEN,TEN,SIX,TWO,SEVEN,SIX,QUEEN,THREE,TEN,9,non-burst
EIGHT,TEN,TEN,SIX,TWO,SEVEN,SIX,QUEEN,THREE,TEN,16,non-burst
EIGHT,TEN,TEN,SIX,TWO,SEVEN,SIX,QUEEN,THREE,TEN,13,non-burst
SEVEN,SEVEN,ACE,KING,SIX,TEN,TEN,JACK,EIGHT,FIVE,16,non-burst
SEVEN,SEVEN,ACE,KING,SIX,TEN,TEN,JACK,EIGHT,FIVE,13,non-burst
JACK,FOUR,TEN,THREE,FOUR,FOUR,TWO,NINE,QUEEN,NINE,13,non-burst
JACK,FOUR,TEN,THREE,FOUR,FOUR,TWO,NINE,QUEEN,NINE,14,non-burst
JACK,FOUR,TEN,THREE,FOUR,FOUR,TWO,NINE,QUEEN,NINE,8,non-burst
JACK,FOUR,TEN,THREE,FOUR,FOUR,TWO,NINE,QUEEN,NINE,10,non-burst
JACK,FOUR,TEN,THREE,FOUR,FOUR,TWO,NINE,QUEEN,NINE,16,non-burst
JACK,FOUR,TEN,THREE,FOUR,FOUR,TWO,NINE,QUEEN,NINE,11,non-burst
JACK,FOUR,TEN,THREE,FOUR,FOUR,TWO,NINE,QUEEN,NINE,16,non-burst
TWO,NINE,JACK,SIX,SIX,SEVEN,ACE,SEVEN,SEVEN,SEVEN,16,non-burst
TWO,NINE,JACK,SIX,SIX,SEVEN,ACE,SEVEN,SEVEN,SEVEN,13,non-burst
TWO,NINE,JACK,SIX,SIX,SEVEN,ACE,SEVEN,SEVEN,SEVEN,14,non-burst
ACE,THREE,NINE,THREE,FIVE,SEVEN,FIVE,SEVEN,FIVE,FOUR,12,non-burst
ACE,THREE,NINE,THREE,FIVE,SEVEN,FIVE,SEVEN,FIVE,FOUR,14,non-burst
ACE,THREE,NINE,THREE,FIVE,SEVEN,FIVE,SEVEN,FIVE,FOUR,12,non-burst
ACE,THREE,NINE,THREE,FIVE,SEVEN,FIVE,SEVEN,FIVE,FOUR,12,non-burst
ACE,THREE,NINE,THREE,FIVE,SEVEN,FIVE,SEVEN,FIVE,FOUR,9,non-burst
ACE,THREE,NINE,THREE,FIVE,SEVEN,FIVE,SEVEN,FIVE,FOUR,13,non-burst
NINE,ACE,NINE,TEN,EIGHT,THREE,QUEEN,NINE,FOUR,SIX,11,non-burst
NINE,ACE,NINE,TEN,EIGHT,THREE,QUEEN,NINE,FOUR,SIX,13,non-burst
NINE,ACE,NINE,TEN,EIGHT,THREE,QUEEN,NINE,FOUR,SIX,10,non-burst
SEVEN,TWO,TEN,JACK,TEN,KING,FIVE,TEN,FOUR,EIGHT,15,non-burst
SEVEN,TWO,TEN,JACK,TEN,KING,FIVE,TEN,FOUR,EIGHT,12,non-burst
ACE,FOUR,FOUR,TEN,NINE,QUEEN,QUEEN,SIX,EIGHT,TWO,14,non-burst
ACE,FOUR,FOUR,TEN,NINE,QUEEN,QUEEN,SIX,EIGHT,TWO,16,non-burst
ACE,FOUR,FOUR,TEN,NINE,QUEEN,QUEEN,SIX,EIGHT,TWO,16,non-burst
ACE,FOUR,FOUR,TEN,NINE,QUEEN,QUEEN,SIX,EIGHT,TWO,10,non-burst
JACK,SEVEN,THREE,KING,QUEEN,NINE,ACE,JACK,FIVE,QUEEN,13,non-burst
JACK,SEVEN,THREE,KING,QUEEN,NINE,ACE,JACK,FIVE,QUEEN,15,non-burst
QUEEN,NINE,FIVE,SEVEN,EIGHT,SIX,THREE,SIX,ACE,TWO,12,non-burst
QUEEN,NINE,FIVE,SEVEN,EIGHT,SIX,THREE,SIX,ACE,TWO,14,non-burst
QUEEN,NINE,FIVE,SEVEN,EIGHT,SIX,THREE,SIX,ACE,TWO,9,non-burst
QUEEN,NINE,FIVE,SEVEN,EIGHT,SIX,THREE,SIX,ACE,TWO,13,non-burst
QUEEN,NINE,FIVE,SEVEN,EIGHT,SIX,THREE,SIX,ACE,TWO,12,non-burst
NINE,FOUR,FIVE,ACE,EIGHT,SEVEN,QUEEN,FIVE,FIVE,SEVEN,16,non-burst
NINE,FOUR,FIVE,ACE,EIGHT,SEVEN,QUEEN,FIVE,FIVE,SEVEN,14,non-burst
NINE,FOUR,FIVE,ACE,EIGHT,SEVEN,QUEEN,FIVE,FIVE,SEVEN,15,non-burst
NINE,FOUR,FIVE,ACE,EIGHT,SEVEN,QUEEN,FIVE,FIVE,SEVEN,15,non-burst
NINE,FOUR,FIVE,ACE,EIGHT,SEVEN,QUEEN,FIVE,FIVE,SEVEN,12,non-burst
TEN,TEN,TEN,SEVEN,TEN,FIVE,FOUR,FOUR,THREE,ACE,15,non-burst
TEN,TEN,TEN,SEVEN,TEN,FIVE,FOUR,FOUR,THREE,ACE,8,non-burst
TEN,TEN,TEN,SEVEN,TEN,FIVE,FOUR,FOUR,THREE,ACE,14,non-burst
TEN,TEN,TEN,SEVEN,TEN,FIVE,FOUR,FOUR,THREE,ACE,16,non-burst
TEN,TEN,TEN,SEVEN,TEN,FIVE,FOUR,FOUR,THREE,ACE,14,non-burst
FIVE,THREE,JACK,TWO,QUEEN,EIGHT,QUEEN,THREE,JACK,SEVEN,12,non-burst
FIVE,THREE,JACK,TWO,QUEEN,EIGHT,QUEEN,THREE,JACK,SEVEN,13,non-burst
TWO,SEVEN,TWO,TWO,KING,TEN,QUEEN,ACE,SIX,TEN,4,non-burst
TWO,SEVEN,TWO,TWO,KING,TEN,QUEEN,ACE,SIX,TEN,13,non-burst
TWO,SEVEN,TWO,TWO,KING,TEN,QUEEN,ACE,SIX,TEN,16,non-burst
TWO,SEVEN,TWO,TWO,KING,TEN,QUEEN,ACE,SIX,TEN,16,non-burst
QUEEN,THREE,QUEEN,ACE,SEVEN,TEN,TEN,JACK,EIGHT,FIVE,13,non-burst
QUEEN,THREE,QUEEN,ACE,SEVEN,TEN,TEN,JACK,EIGHT,FIVE,15,non-burst
QUEEN,FIVE,SEVEN,JACK,SEVEN,KING,ACE,QUEEN,FOUR,SEVEN,11,non-burst
QUEEN,FIVE,SEVEN,JACK,SEVEN,KING,ACE,QUEEN,FOUR,SEVEN,16,non-burst
SIX,TEN,QUEEN,ACE,NINE,FIVE,JACK,NINE,KING,TEN,14,non-burst
TWO,FOUR,FOUR,FOUR,SEVEN,FIVE,EIGHT,SIX,FIVE,FOUR,8,non-burst
TWO,FOUR,FOUR,FOUR,SEVEN,FIVE,EIGHT,SIX,FIVE,FOUR,12,non-burst
TWO,FOUR,FOUR,FOUR,SEVEN,FIVE,EIGHT,SIX,FIVE,FOUR,15,non-burst
TWO,FOUR,FOUR,FOUR,SEVEN,FIVE,EIGHT,SIX,FIVE,FOUR,14,non-burst
TWO,FOUR,FOUR,FOUR,SEVEN,FIVE,EIGHT,SIX,FIVE,FOUR,9,non-burst
TWO,FOUR,FOUR,FOUR,SEVEN,FIVE,EIGHT,SIX,FIVE,FOUR,13,non-burst
TWO,FOUR,FOUR,FOUR,SEVEN,FIVE,EIGHT,SIX,FIVE,FOUR,16,non-burst
FIVE,THREE,FOUR,SEVEN,FIVE,TWO,FIVE,NINE,THREE,NINE,11,non-burst
FIVE,THREE,FOUR,SEVEN,FIVE,TWO,FIVE,NINE,THREE,NINE,7,non-burst
FIVE,THREE,FOUR,SEVEN,FIVE,TWO,FIVE,NINE,THREE,NINE,14,non-burst
FIVE,THREE,FOUR,SEVEN,FIVE,TWO,FIVE,NINE,THREE,NINE,12,non-burst
FIVE,KING,FIVE,ACE,JACK,SEVEN,QUEEN,JACK,JACK,FOUR,16,non-burst
FIVE,KING,FIVE,ACE,JACK,SEVEN,QUEEN,JACK,JACK,FOUR,14,non-burst
TEN,THREE,JACK,ACE,SIX,EIGHT,EIGHT,FOUR,SIX,KING,14,non-burst
TEN,THREE,JACK,ACE,SIX,EIGHT,EIGHT,FOUR,SIX,KING,12,non-burst
TEN,THREE,JACK,ACE,SIX,EIGHT,EIGHT,FOUR,SIX,KING,16,non-burst
SIX,TWO,SIX,NINE,THREE,TWO,FOUR,FOUR,THREE,FIVE,15,non-burst
SIX,TWO,SIX,NINE,THREE,TWO,FOUR,FOUR,THREE,FIVE,5,non-burst
SIX,TWO,SIX,NINE,THREE,TWO,FOUR,FOUR,THREE,FIVE,11,non-burst
SIX,TWO,SIX,NINE,THREE,TWO,FOUR,FOUR,THREE,FIVE,12,non-burst
SIX,TWO,SIX,NINE,THREE,TWO,FOUR,FOUR,THREE,FIVE,8,non-burst
SIX,TWO,SIX,NINE,THREE,TWO,FOUR,FOUR,THREE,FIVE,8,non-burst
ACE,QUEEN,TEN,SIX,TEN,JACK,SEVEN,THREE,TEN,KING,16,non-burst
ACE,QUEEN,TEN,SIX,TEN,JACK,SEVEN,THREE,TEN,KING,10,non-burst
NINE,EIGHT,SEVEN,KING,SIX,TWO,FOUR,FOUR,FIVE,ACE,8,non-burst
NINE,EIGHT,SEVEN,KING,SIX,TWO,FOUR,FOUR,FIVE,ACE,15,non-burst
NINE,EIGHT,SEVEN,KING,SIX,TWO,FOUR,FOUR,FIVE,ACE,8,non-burst
NINE,EIGHT,SEVEN,KING,SIX,TWO,FOUR,FOUR,FIVE,ACE,11,non-burst
NINE,EIGHT,SEVEN,KING,SIX,TWO,FOUR,FOUR,FIVE,ACE,16,non-burst
SEVEN,FIVE,QUEEN,FIVE,EIGHT,FOUR,EIGHT,SEVEN,JACK,EIGHT,15,non-burst
SEVEN,FIVE,QUEEN,FIVE,EIGHT,FOUR,EIGHT,SEVEN,JACK,EIGHT,12,non-burst
SEVEN,FIVE,QUEEN,FIVE,EIGHT,FOUR,EIGHT,SEVEN,JACK,EIGHT,15,non-burst
TWO,SIX,ACE,EIGHT,FIVE,SIX,NINE,EIGHT,NINE,SEVEN,11,non-burst
TWO,SIX,ACE,EIGHT,FIVE,SIX,NINE,EIGHT,NINE,SEVEN,14,non-burst
TWO,SIX,ACE,EIGHT,FIVE,SIX,NINE,EIGHT,NINE,SEVEN,16,non-burst
TEN,KING,TWO,SEVEN,FIVE,TWO,FIVE,ACE,TWO,EIGHT,9,non-burst
TEN,KING,TWO,SEVEN,FIVE,TWO,FIVE,ACE,TWO,EIGHT,13,non-burst
TEN,KING,TWO,SEVEN,FIVE,TWO,FIVE,ACE,TWO,EIGHT,7,non-burst
TEN,KING,TWO,SEVEN,FIVE,TWO,FIVE,ACE,TWO,EIGHT,13,non-burst
TEN,KING,TWO,SEVEN,FIVE,TWO,FIVE,ACE,TWO,EIGHT,16,non-burst
TEN,KING,TWO,SEVEN,FIVE,TWO,FIVE,ACE,TWO,EIGHT,14,non-burst
TEN,KING,TWO,SEVEN,FIVE,TWO,FIVE,ACE,TWO,EIGHT,16,non-burst
TEN,KING,TWO,SEVEN,FIVE,TWO,FIVE,ACE,TWO,EIGHT,10,non-burst
TEN,KING,TWO,SEVEN,FIVE,TWO,FIVE,ACE,TWO,EIGHT,13,non-burst
NINE,SIX,SEVEN,SIX,TWO,TEN,JACK,SEVEN,SEVEN,TWO,13,non-burst
NINE,SIX,SEVEN,SIX,TWO,TEN,JACK,SEVEN,SEVEN,TWO,12,non-burst
NINE,SIX,SEVEN,SIX,TWO,TEN,JACK,SEVEN,SEVEN,TWO,9,non-burst
NINE,SIX,SEVEN,SIX,TWO,TEN,JACK,SEVEN,SEVEN,TWO,15,non-burst
SIX,QUEEN,ACE,FOUR,JACK,SEVEN,TWO,THREE,THREE,THREE,15,non-burst
SIX,QUEEN,ACE,FOUR,JACK,SEVEN,TWO,THREE,THREE,THREE,5,non-burst
SIX,QUEEN,ACE,FOUR,JACK,SEVEN,TWO,THREE,THREE,THREE,15,non-burst
SIX,QUEEN,ACE,FOUR,JACK,SEVEN,TWO,THREE,THREE,THREE,6,non-burst
SIX,QUEEN,ACE,FOUR,JACK,SEVEN,TWO,THREE,THREE,THREE,11,non-burst
SIX,QUEEN,ACE,FOUR,JACK,SEVEN,TWO,THREE,THREE,THREE,13,non-burst
JACK,JACK,FIVE,TWO,NINE,NINE,TWO,NINE,TEN,EIGHT,7,non-burst
JACK,JACK,FIVE,TWO,NINE,NINE,TWO,NINE,TEN,EIGHT,9,non-burst
JACK,JACK,FIVE,TWO,NINE,NINE,TWO,NINE,TEN,EIGHT,11,non-burst
JACK,JACK,FIVE,TWO,NINE,NINE,TWO,NINE,TEN,EIGHT,11,non-burst
JACK,JACK,FIVE,TWO,NINE,NINE,TWO,NINE,TEN,EIGHT,15,non-burst
JACK,FIVE,FOUR,QUEEN,KING,JACK,FIVE,SEVEN,EIGHT,EIGHT,14,non-burst
JACK,FIVE,FOUR,QUEEN,KING,JACK,FIVE,SEVEN,EIGHT,EIGHT,12,non-burst
JACK,FIVE,FOUR,QUEEN,KING,JACK,FIVE,SEVEN,EIGHT,EIGHT,16,non-burst
JACK,FIVE,FOUR,QUEEN,KING,JACK,FIVE,SEVEN,EIGHT,EIGHT,16,non-burst
THREE,QUEEN,TEN,FOUR,SIX,QUEEN,JACK,NINE,JACK,THREE,14,non-burst
THREE,QUEEN,TEN,FOUR,SIX,QUEEN,JACK,NINE,JACK,THREE,16,non-burst
THREE,QUEEN,TEN,FOUR,SIX,QUEEN,JACK,NINE,JACK,THREE,13,non-burst
SIX,TWO,SEVEN,SEVEN,FOUR,TWO,NINE,EIGHT,EIGHT,THREE,14,non-burst
SIX,TWO,SEVEN,SEVEN,FOUR,TWO,NINE,EIGHT,EIGHT,THREE,6,non-burst
SIX,TWO,SEVEN,SEVEN,FOUR,TWO,NINE,EIGHT,EIGHT,THREE,16,non-burst
SIX,TWO,SEVEN,SEVEN,FOUR,TWO,NINE,EIGHT,EIGHT,THREE,11,non-burst
SIX,TWO,SEVEN,SEVEN,FOUR,TWO,NINE,EIGHT,EIGHT,THREE,13,non-burst
SEVEN,NINE,TEN,FIVE,EIGHT,QUEEN,FIVE,SIX,SIX,FOUR,15,non-burst
SEVEN,NINE,TEN,FIVE,EIGHT,QUEEN,FIVE,SIX,SIX,FOUR,11,non-burst
SEVEN,NINE,TEN,FIVE,EIGHT,QUEEN,FIVE,SIX,SIX,FOUR,10,non-burst
SEVEN,NINE,TEN,FIVE,EIGHT,QUEEN,FIVE,SIX,SIX,FOUR,15,non-burst
QUEEN,KING,NINE,TEN,FOUR,TWO,FOUR,TWO,SIX,ACE,6,non-burst
QUEEN,KING,NINE,TEN,FOUR,TWO,FOUR,TWO,SIX,ACE,13,non-burst
QUEEN,KING,NINE,TEN,FOUR,TWO,FOUR,TWO,SIX,ACE,6,non-burst
QUEEN,KING,NINE,TEN,FOUR,TWO,FOUR,TWO,SIX,ACE,16,non-burst
TWO,FOUR,TEN,TWO,EIGHT,FOUR,NINE,FIVE,SIX,JACK,12,non-burst
TWO,FOUR,TEN,TWO,EIGHT,FOUR,NINE,FIVE,SIX,JACK,12,non-burst
TWO,FOUR,TEN,TWO,EIGHT,FOUR,NINE,FIVE,SIX,JACK,16,non-burst
TWO,FOUR,TEN,TWO,EIGHT,FOUR,NINE,FIVE,SIX,JACK,14,non-burst
TWO,FOUR,TEN,TWO,EIGHT,FOUR,NINE,FIVE,SIX,JACK,16,non-burst
SEVEN,SIX,FIVE,FIVE,THREE,NINE,ACE,JACK,TWO,TWO,10,non-burst
SEVEN,SIX,FIVE,FIVE,THREE,NINE,ACE,JACK,TWO,TWO,12,non-burst
SEVEN,SIX,FIVE,FIVE,THREE,NINE,ACE,JACK,TWO,TWO,4,non-burst
SEVEN,SIX,FIVE,FIVE,THREE,NINE,ACE,JACK,TWO,TWO,12,non-burst
JACK,TWO,TWO,FIVE,NINE,SEVEN,EIGHT,SIX,SIX,KING,7,non-burst
JACK,TWO,TWO,FIVE,NINE,SEVEN,EIGHT,SIX,SIX,KING,16,non-burst
JACK,TWO,TWO,FIVE,NINE,SEVEN,EIGHT,SIX,SIX,KING,14,non-burst
JACK,TWO,TWO,FIVE,NINE,SEVEN,EIGHT,SIX,SIX,KING,16,non-burst
QUEEN,THREE,THREE,TWO,EIGHT,TEN,SEVEN,FIVE,ACE,TEN,5,non-burst
QUEEN,THREE,THREE,TWO,EIGHT,TEN,SEVEN,FIVE,ACE,TEN,11,non-burst
QUEEN,THREE,THREE,TWO,EIGHT,TEN,SEVEN,FIVE,ACE,TEN,12,non-burst
ACE,JACK,JACK,EIGHT,NINE,THREE,QUEEN,THREE,TWO,KING,12,non-burst
ACE,JACK,JACK,EIGHT,NINE,THREE,QUEEN,THREE,TWO,KING,13,non-burst
ACE,JACK,JACK,EIGHT,NINE,THREE,QUEEN,THREE,TWO,KING,12,non-burst
ACE,JACK,JACK,EIGHT,NINE,THREE,QUEEN,THREE,TWO,KING,14,non-burst
TWO,TEN,ACE,EIGHT,SIX,SEVEN,THREE,JACK,TEN,KING,13,non-burst
TWO,TEN,ACE,EIGHT,SIX,SEVEN,THREE,JACK,TEN,KING,15,non-burst
TWO,TEN,ACE,EIGHT,SIX,SEVEN,THREE,JACK,TEN,KING,13,non-burst
TWO,JACK,JACK,TWO,NINE,SIX,THREE,TEN,SEVEN,JACK,12,non-burst
TWO,JACK,JACK,TWO,NINE,SIX,THREE,TEN,SEVEN,JACK,15,non-burst
TWO,JACK,JACK,TWO,NINE,SIX,THREE,TEN,SEVEN,JACK,13,non-burst
TWO,JACK,JACK,TWO,NINE,SIX,THREE,TEN,SEVEN,JACK,15,non-burst
JACK,THREE,FIVE,FIVE,EIGHT,EIGHT,ACE,NINE,THREE,THREE,10,non-burst
JACK,THREE,FIVE,FIVE,EIGHT,EIGHT,ACE,NINE,THREE,THREE,16,non-burst
JACK,THREE,FIVE,FIVE,EIGHT,EIGHT,ACE,NINE,THREE,THREE,16,non-burst
JACK,THREE,FIVE,FIVE,EIGHT,EIGHT,ACE,NINE,THREE,THREE,6,non-burst
JACK,THREE,FIVE,FIVE,EIGHT,EIGHT,ACE,NINE,THREE,THREE,13,non-burst
EIGHT,NINE,TWO,KING,JACK,THREE,TEN,SEVEN,THREE,SIX,12,non-burst
EIGHT,NINE,TWO,KING,JACK,THREE,TEN,SEVEN,THREE,SIX,13,non-burst
EIGHT,NINE,TWO,KING,JACK,THREE,TEN,SEVEN,THREE,SIX,14,non-burst
EIGHT,NINE,TWO,KING,JACK,THREE,TEN,SEVEN,THREE,SIX,9,non-burst
EIGHT,NINE,TWO,KING,JACK,THREE,TEN,SEVEN,THREE,SIX,12,non-burst
EIGHT,NINE,TWO,KING,JACK,THREE,TEN,SEVEN,THREE,SIX,15,non-burst
TEN,TWO,NINE,JACK,NINE,NINE,FOUR,SIX,JACK,THREE,10,non-burst
TEN,TWO,NINE,JACK,NINE,NINE,FOUR,SIX,JACK,THREE,12,non-burst
TEN,TWO,NINE,JACK,NINE,NINE,FOUR,SIX,JACK,THREE,13,non-burst
TEN,TWO,NINE,JACK,NINE,NINE,FOUR,SIX,JACK,THREE,13,non-burst
TEN,FIVE,ACE,EIGHT,TEN,SEVEN,EIGHT,QUEEN,SEVEN,FIVE,12,non-burst
SIX,SIX,JACK,SEVEN,EIGHT,THREE,THREE,TWO,TWO,TWO,11,non-burst
SIX,SIX,JACK,SEVEN,EIGHT,THREE,THREE,TWO,TWO,TWO,5,non-burst
SIX,SIX,JACK,SEVEN,EIGHT,THREE,THREE,TWO,TWO,TWO,15,non-burst
SIX,SIX,JACK,SEVEN,EIGHT,THREE,THREE,TWO,TWO,TWO,4,non-burst
SIX,SIX,JACK,SEVEN,EIGHT,THREE,THREE,TWO,TWO,TWO,9,non-burst
SIX,SIX,JACK,SEVEN,EIGHT,THREE,THREE,TWO,TWO,TWO,13,non-burst
SIX,JACK,QUEEN,FOUR,NINE,SEVEN,TWO,SIX,QUEEN,JACK,14,non-burst
SIX,JACK,QUEEN,FOUR,NINE,SEVEN,TWO,SIX,QUEEN,JACK,16,non-burst
SIX,JACK,QUEEN,FOUR,NINE,SEVEN,TWO,SIX,QUEEN,JACK,8,non-burst
SIX,JACK,QUEEN,FOUR,NINE,SEVEN,TWO,SIX,QUEEN,JACK,10,non-burst
SIX,JACK,QUEEN,FOUR,NINE,SEVEN,TWO,SIX,QUEEN,JACK,13,non-burst
SEVEN,TWO,NINE,THREE,THREE,TWO,SIX,TWO,FOUR,FIVE,12,non-burst
SEVEN,TWO,NINE,THREE,THREE,TWO,SIX,TWO,FOUR,FIVE,5,non-burst
SEVEN,TWO,NINE,THREE,THREE,TWO,SIX,TWO,FOUR,FIVE,13,non-burst
SEVEN,TWO,NINE,THREE,THREE,TWO,SIX,TWO,FOUR,FIVE,14,non-burst
SEVEN,TWO,NINE,THREE,THREE,TWO,SIX,TWO,FOUR,FIVE,8,non-burst
SEVEN,TWO,NINE,THREE,THREE,TWO,SIX,TWO,FOUR,FIVE,15,non-burst
SEVEN,TWO,NINE,THREE,THREE,TWO,SIX,TWO,FOUR,FIVE,9,non-burst
SEVEN,TWO,NINE,THREE,THREE,TWO,SIX,TWO,FOUR,FIVE,12,non-burst
JACK,KING,NINE,TEN,FOUR,FIVE,SIX,FOUR,QUEEN,ACE,9,non-burst
JACK,KING,NINE,TEN,FOUR,FIVE,SIX,FOUR,QUEEN,ACE,10,non-burst
JACK,KING,NINE,TEN,FOUR,FIVE,SIX,FOUR,QUEEN,ACE,12,non-burst
JACK,KING,NINE,TEN,FOUR,FIVE,SIX,FOUR,QUEEN,ACE,15,non-burst
KING,TEN,SIX,TEN,TWO,SEVEN,SEVEN,ACE,EIGHT,TWO,16,non-burst
KING,TEN,SIX,TEN,TWO,SEVEN,SEVEN,ACE,EIGHT,TWO,9,non-burst
KING,TEN,SIX,TEN,TWO,SEVEN,SEVEN,ACE,EIGHT,TWO,10,non-burst
THREE,THREE,QUEEN,THREE,FOUR,SIX,TWO,SEVEN,THREE,KING,13,non-burst
